timestamp,temperature,precipitation,wind_speed
2017-04-11 09:05:00,14.624879685945588,0.127,21.512806132881064
2017-04-11 09:10:00,14.756815536529004,0.127,21.713496763204656
2017-04-11 09:15:00,14.88875138711242,0.127,21.91418739352824
2017-04-11 09:20:00,15.020687237695835,0.127,22.11487802385183
2017-04-11 09:25:00,15.152623088279249,0.127,22.31556865417541
2017-04-11 09:30:00,15.284558938862665,0.127,22.516259284499004
2017-04-11 09:35:00,15.416494789446078,0.127,22.71694991482259
2017-04-11 09:40:00,15.548430640029494,0.127,22.91764054514618
2017-04-11 09:45:00,15.68036649061291,0.127,23.11833117546977
2017-04-11 09:50:00,15.812302341196323,0.127,23.319021805793355
2017-04-11 09:55:00,15.94423819177974,0.127,23.519712436116947
2017-04-11 10:00:00,16.043783822677806,0.127,23.735664508803104
2017-04-11 10:05:00,16.143329453575873,0.127,23.95161658148926
2017-04-11 10:10:00,16.24287508447394,0.127,24.167568654175415
2017-04-11 10:15:00,16.342420715372008,0.127,24.383520726861573
2017-04-11 10:20:00,16.44196634627007,0.127,24.59947279954773
2017-04-11 10:25:00,16.54151197716814,0.127,24.815424872233887
2017-04-11 10:30:00,16.64105760806621,0.127,25.031376944920044
2017-04-11 10:35:00,16.740603238964272,0.127,25.2473290176062
2017-04-11 10:40:00,16.84014886986234,0.127,25.46328109029236
2017-04-11 10:45:00,16.939694500760403,0.127,25.679233162978516
2017-04-11 10:50:00,17.03924013165847,0.127,25.895185235664673
2017-04-11 10:55:00,17.138785762556537,0.0,26.111137308350834
2017-04-11 11:00:00,17.245284431760076,0.0,26.02633992050288
2017-04-11 11:05:00,17.351783100963615,0.0,25.94154253265493
2017-04-11 11:10:00,17.458281770167158,0.0,25.856745144806975
2017-04-11 11:15:00,17.564780439370697,0.0,25.771947756959023
2017-04-11 11:20:00,17.671279108574236,0.0,25.687150369111073
2017-04-11 11:25:00,17.777777777777775,0.0,25.602352981263124
2017-04-11 11:30:00,17.884276446981318,0.0,25.517555593415175
2017-04-11 11:35:00,17.990775116184857,0.0,25.43275820556722
2017-04-11 11:40:00,18.097273785388396,0.0,25.347960817719272
2017-04-11 11:45:00,18.203772454591938,0.0,25.26316342987132
2017-04-11 11:50:00,18.310271123795477,0.0,25.17836604202337
2017-04-11 11:55:00,18.41676979299902,0.0,25.093568654175417
2017-04-11 12:00:00,18.54175260527696,0.0,24.977675411699778
2017-04-11 12:05:00,18.666735417554904,0.0,24.861782169224142
2017-04-11 12:10:00,18.791718229832842,0.0,24.745888926748506
2017-04-11 12:15:00,18.916701042110784,0.0,24.62999568427287
2017-04-11 12:20:00,19.041683854388726,0.0,24.51410244179723
2017-04-11 12:25:00,19.166666666666668,0.0,24.398209199321595
2017-04-11 12:30:00,19.291649478944606,0.0,24.28231595684596
2017-04-11 12:35:00,19.416632291222548,0.0,24.166422714370324
2017-04-11 12:40:00,19.54161510350049,0.0,24.050529471894684
