station,valid,tmpf,p01i,sknt
NUQ,2017-02-12 06:56,43.00,0.00,0.00
NUQ,2017-02-12 07:56,47.00,0.00,5.00
NUQ,2017-02-12 08:56,54.00,0.00,0.00
NUQ,2017-02-12 09:56,57.00,0.00,5.00
NUQ,2017-02-12 10:56,59.00,0.00,6.00
NUQ,2017-02-12 11:56,61.00,0.00,3.00
NUQ,2017-02-12 12:56,64.00,0.00,0.00
NUQ,2017-02-12 13:56,64.00,0.00,3.00
NUQ,2017-02-12 14:56,65.00,0.00,6.00
NUQ,2017-02-12 15:56,62.00,0.00,11.00
NUQ,2017-02-12 16:56,60.00,0.00,7.00
NUQ,2017-02-12 17:56,55.00,0.00,6.00
NUQ,2017-02-12 18:56,53.00,0.00,6.00
NUQ,2017-02-12 19:56,51.00,0.00,5.00
NUQ,2017-02-12 20:56,51.00,0.00,3.00
NUQ,2017-02-12 21:56,51.00,0.00,0.00
NUQ,2017-02-12 22:56,49.00,0.00,0.00
NUQ,2017-02-12 23:56,48.00,0.00,0.00
NUQ,2017-02-13 00:56,47.00,0.00,4.00
NUQ,2017-02-13 01:56,47.00,0.00,0.00
NUQ,2017-02-13 02:56,44.00,0.00,0.00
NUQ,2017-02-13 03:17,46.00,0.00,0.00
NUQ,2017-02-13 03:56,46.00,0.00,0.00
NUQ,2017-02-13 04:05,46.00,0.00,0.00
NUQ,2017-02-13 04:14,46.00,0.00,0.00
NUQ,2017-02-13 04:56,46.00,0.00,0.00
NUQ,2017-02-13 05:41,47.00,0.00,0.00
NUQ,2017-02-13 05:50,46.40,0.00,4.00
NUQ,2017-02-13 05:52,46.40,0.00,3.00
NUQ,2017-02-13 05:56,47.00,0.00,0.00
NUQ,2017-02-13 06:03,47.00,0.00,4.00
NUQ,2017-02-13 06:17,47.00,0.00,0.00
NUQ,2017-02-13 06:27,46.00,0.00,0.00
NUQ,2017-02-13 06:41,45.00,0.00,3.00
NUQ,2017-02-13 06:56,46.00,0.00,3.00
NUQ,2017-02-13 07:56,46.00,0.00,0.00
NUQ,2017-02-13 08:32,47.00,0.00,3.00
NUQ,2017-02-13 08:42,47.00,0.00,3.00
NUQ,2017-02-13 08:56,48.00,0.00,0.00
NUQ,2017-02-13 09:56,52.00,0.00,3.00
NUQ,2017-02-13 10:56,53.00,0.00,3.00
NUQ,2017-02-13 11:56,57.00,0.00,4.00
NUQ,2017-02-13 12:56,59.00,0.00,4.00
NUQ,2017-02-13 13:56,60.00,0.00,3.00
NUQ,2017-02-13 14:56,62.00,0.00,0.00
NUQ,2017-02-13 15:56,59.00,0.00,6.00
NUQ,2017-02-13 16:56,58.00,0.00,6.00
NUQ,2017-02-13 17:56,57.00,0.00,4.00
NUQ,2017-02-13 18:56,56.00,0.00,5.00
NUQ,2017-02-13 19:56,56.00,0.00,3.00
NUQ,2017-02-13 20:56,56.00,0.00,0.00
NUQ,2017-02-13 21:56,57.00,0.00,7.00
NUQ,2017-02-13 22:56,56.00,0.00,0.00
NUQ,2017-02-13 23:56,54.00,0.00,0.00
NUQ,2017-02-14 00:56,52.00,0.00,0.00
NUQ,2017-02-14 01:56,50.00,0.00,0.00
NUQ,2017-02-14 02:56,50.00,0.00,3.00
NUQ,2017-02-14 03:56,47.00,0.00,4.00
NUQ,2017-02-14 04:56,47.00,0.00,0.00
NUQ,2017-02-14 05:56,47.00,0.00,0.00
NUQ,2017-02-14 06:56,44.00,0.00,0.00
NUQ,2017-02-14 07:56,49.00,0.00,0.00
NUQ,2017-02-14 08:56,53.00,0.00,0.00
NUQ,2017-02-14 09:56,57.00,0.00,5.00
NUQ,2017-02-14 10:56,59.00,0.00,4.00
NUQ,2017-02-14 11:56,62.00,0.00,4.00
NUQ,2017-02-14 12:56,64.00,0.00,3.00
NUQ,2017-02-14 13:56,65.00,0.00,4.00
NUQ,2017-02-14 14:56,67.00,0.00,4.00
NUQ,2017-02-14 15:56,66.00,0.00,6.00
NUQ,2017-02-14 16:56,62.00,0.00,8.00
NUQ,2017-02-14 17:56,58.00,0.00,4.00
NUQ,2017-02-14 18:56,59.00,0.00,0.00
NUQ,2017-02-14 19:56,59.00,0.00,0.00
NUQ,2017-02-14 20:56,56.00,0.00,0.00
NUQ,2017-02-14 21:56,56.00,0.00,3.00
NUQ,2017-02-14 22:56,52.00,0.00,4.00
NUQ,2017-02-14 23:56,52.00,0.00,0.00
NUQ,2017-02-15 00:56,54.00,0.00,0.00
NUQ,2017-02-15 01:56,53.00,0.00,0.00
NUQ,2017-02-15 02:56,50.00,0.00,0.00
NUQ,2017-02-15 03:56,52.00,0.00,0.00
NUQ,2017-02-15 04:56,51.00,0.00,0.00
NUQ,2017-02-15 05:56,50.00,0.00,0.00
NUQ,2017-02-15 06:56,52.00,0.00,0.00
NUQ,2017-02-15 07:56,54.00,0.00,3.00
NUQ,2017-02-15 08:56,54.00,0.00,0.00
NUQ,2017-02-15 09:56,57.00,0.00,0.00
NUQ,2017-02-15 10:56,59.00,0.00,5.00
NUQ,2017-02-15 11:56,62.00,0.00,4.00
NUQ,2017-02-15 12:56,64.00,0.00,4.00
NUQ,2017-02-15 13:56,65.00,0.00,4.00
NUQ,2017-02-15 14:56,68.00,0.00,3.00
NUQ,2017-02-15 15:56,70.00,0.00,7.00
NUQ,2017-02-15 16:56,70.00,0.00,10.00
NUQ,2017-02-15 17:56,69.00,0.00,9.00
NUQ,2017-02-15 18:56,67.00,0.00,7.00
NUQ,2017-02-15 19:56,65.00,0.00,11.00
NUQ,2017-02-15 20:56,64.00,0.00,12.00
NUQ,2017-02-15 21:56,63.00,0.00,5.00
NUQ,2017-02-15 22:56,61.00,0.00,9.00
NUQ,2017-02-15 23:56,60.00,0.00,7.00
NUQ,2017-02-16 00:56,58.00,0.00,17.00
NUQ,2017-02-16 01:56,60.00,0.00,14.00
NUQ,2017-02-16 02:56,60.00,0.00,15.00
NUQ,2017-02-16 03:56,59.00,0.01,11.00
NUQ,2017-02-16 04:23,57.00,0.01,20.00
NUQ,2017-02-16 04:56,56.00,0.03,14.00
NUQ,2017-02-16 05:06,56.00,0.01,15.00
NUQ,2017-02-16 05:56,56.00,0.05,8.00
NUQ,2017-02-16 06:56,57.00,T,8.00
NUQ,2017-02-16 07:24,58.00,0.00,5.00
NUQ,2017-02-16 07:56,58.00,T,6.00
NUQ,2017-02-16 08:06,59.00,T,6.00
NUQ,2017-02-16 08:13,59.00,T,5.00
NUQ,2017-02-16 08:56,61.00,T,5.00
NUQ,2017-02-16 09:56,59.00,0.00,8.00
NUQ,2017-02-16 10:06,60.00,0.00,7.00
NUQ,2017-02-16 10:56,59.00,T,0.00
NUQ,2017-02-16 11:04,60.00,T,0.00
NUQ,2017-02-16 11:56,64.00,0.01,0.00
NUQ,2017-02-16 12:56,63.00,0.00,6.00
NUQ,2017-02-16 13:11,63.00,0.00,6.00
NUQ,2017-02-16 13:56,64.00,0.00,7.00
NUQ,2017-02-16 14:56,63.00,0.00,9.00
NUQ,2017-02-16 15:56,62.00,0.00,12.00
NUQ,2017-02-16 16:56,59.00,0.00,10.00
NUQ,2017-02-16 17:56,57.00,0.00,8.00
NUQ,2017-02-16 18:56,54.00,0.00,4.00
NUQ,2017-02-16 19:56,56.00,0.00,5.00
NUQ,2017-02-16 20:56,55.00,0.00,0.00
NUQ,2017-02-16 21:48,56.00,0.00,0.00
NUQ,2017-02-16 21:56,56.00,0.00,0.00
NUQ,2017-02-16 22:43,55.00,0.00,0.00
NUQ,2017-02-16 22:53,55.40,0.00,0.00
NUQ,2017-02-16 22:56,55.00,0.00,0.00
NUQ,2017-02-16 23:56,54.00,0.00,0.00
NUQ,2017-02-17 00:56,53.00,0.00,4.00
NUQ,2017-02-17 01:56,55.00,T,6.00
NUQ,2017-02-17 02:56,55.00,T,3.00
NUQ,2017-02-17 03:56,56.00,0.01,13.00
NUQ,2017-02-17 04:56,55.00,0.01,17.00
NUQ,2017-02-17 05:56,55.00,T,12.00
NUQ,2017-02-17 06:56,55.00,0.02,12.00
NUQ,2017-02-17 07:56,57.00,0.03,11.00
NUQ,2017-02-17 08:56,58.00,T,23.00
NUQ,2017-02-17 09:56,57.00,0.01,23.00
NUQ,2017-02-17 10:56,56.00,0.06,21.00
NUQ,2017-02-17 11:56,56.00,0.03,10.00
NUQ,2017-02-17 12:56,57.00,0.01,10.00
NUQ,2017-02-17 13:09,57.00,T,9.00
NUQ,2017-02-17 13:40,57.00,T,11.00
NUQ,2017-02-17 13:56,57.00,T,9.00
NUQ,2017-02-17 14:56,57.00,0.04,9.00
NUQ,2017-02-17 15:25,56.00,0.08,7.00
NUQ,2017-02-17 15:56,56.00,0.15,7.00
NUQ,2017-02-17 16:03,56.00,0.04,6.00
NUQ,2017-02-17 16:10,56.00,0.08,5.00
NUQ,2017-02-17 16:17,56.00,0.12,5.00
NUQ,2017-02-17 16:41,56.00,0.21,8.00
NUQ,2017-02-17 16:49,56.00,0.24,6.00
NUQ,2017-02-17 16:56,56.00,0.26,7.00
NUQ,2017-02-17 17:56,54.00,0.11,3.00
NUQ,2017-02-17 18:56,54.00,0.08,3.00
NUQ,2017-02-17 19:07,54.00,0.01,4.00
NUQ,2017-02-17 19:18,55.00,0.03,0.00
NUQ,2017-02-17 19:25,54.00,0.04,5.00
NUQ,2017-02-17 19:37,54.00,0.05,7.00
NUQ,2017-02-17 19:56,53.00,0.06,7.00
NUQ,2017-02-17 20:56,53.00,0.01,6.00
NUQ,2017-02-17 21:56,53.00,0.01,7.00
NUQ,2017-02-17 22:56,54.00,T,10.00
NUQ,2017-02-17 23:56,53.00,0.00,7.00
NUQ,2017-02-18 00:56,54.00,0.00,5.00
NUQ,2017-02-18 01:56,54.00,T,11.00
NUQ,2017-02-18 02:56,54.00,T,3.00
NUQ,2017-02-18 03:07,53.00,T,5.00
NUQ,2017-02-18 03:25,51.00,0.08,5.00
NUQ,2017-02-18 03:56,51.00,0.11,3.00
NUQ,2017-02-18 04:17,51.00,0.01,5.00
NUQ,2017-02-18 04:56,51.00,0.03,3.00
NUQ,2017-02-18 05:56,52.00,T,4.00
NUQ,2017-02-18 06:56,53.00,0.00,6.00
NUQ,2017-02-18 07:30,53.00,0.00,5.00
NUQ,2017-02-18 07:56,52.00,T,5.00
NUQ,2017-02-18 08:17,52.00,T,5.00
NUQ,2017-02-18 08:52,51.80,T,8.00
NUQ,2017-02-18 08:56,51.00,0.01,8.00
NUQ,2017-02-18 09:04,52.00,T,6.00
NUQ,2017-02-18 09:15,53.00,T,9.00
NUQ,2017-02-18 09:23,53.00,T,10.00
NUQ,2017-02-18 09:56,53.00,T,7.00
NUQ,2017-02-18 10:17,55.00,0.00,11.00
NUQ,2017-02-18 10:56,55.00,0.00,12.00
NUQ,2017-02-18 11:36,55.00,0.00,13.00
NUQ,2017-02-18 11:43,55.00,0.00,13.00
NUQ,2017-02-18 11:53,55.40,0.00,12.00
NUQ,2017-02-18 11:56,55.00,0.00,12.00
NUQ,2017-02-18 12:33,56.00,0.00,8.00
NUQ,2017-02-18 12:56,55.00,0.00,14.00
NUQ,2017-02-18 13:56,56.00,0.00,12.00
NUQ,2017-02-18 14:56,54.00,0.00,8.00
NUQ,2017-02-18 15:08,54.00,0.00,9.00
NUQ,2017-02-18 15:56,53.00,0.00,9.00
NUQ,2017-02-18 16:56,53.00,0.00,11.00
NUQ,2017-02-18 17:56,52.00,0.00,10.00
NUQ,2017-02-18 18:56,51.00,0.00,10.00
NUQ,2017-02-18 19:56,51.00,0.00,6.00
NUQ,2017-02-18 20:56,51.00,0.00,0.00
NUQ,2017-02-18 21:56,50.00,0.00,0.00
NUQ,2017-02-18 22:56,50.00,0.00,3.00
NUQ,2017-02-18 23:56,49.00,0.00,3.00
NUQ,2017-02-19 00:56,48.00,T,3.00
NUQ,2017-02-19 01:56,50.00,T,0.00
NUQ,2017-02-19 02:03,49.00,0.00,3.00
NUQ,2017-02-19 02:12,49.00,0.00,3.00
NUQ,2017-02-19 02:56,48.00,0.00,3.00
NUQ,2017-02-19 03:56,49.00,T,5.00
NUQ,2017-02-19 04:56,48.00,0.01,6.00
NUQ,2017-02-19 05:56,49.00,0.00,6.00
NUQ,2017-02-19 06:56,49.00,T,10.00
NUQ,2017-02-19 07:56,49.00,0.00,9.00
NUQ,2017-02-19 08:56,51.00,0.00,8.00
NUQ,2017-02-19 09:56,52.00,T,8.00
NUQ,2017-02-19 10:56,53.00,0.00,11.00
NUQ,2017-02-19 11:56,53.00,T,13.00
NUQ,2017-02-19 12:56,55.00,T,13.00
NUQ,2017-02-19 13:56,56.00,0.00,11.00
NUQ,2017-02-19 14:56,55.00,0.00,14.00
NUQ,2017-02-19 15:56,55.00,0.00,17.00
NUQ,2017-02-19 16:56,54.00,0.00,13.00
NUQ,2017-02-19 17:56,53.00,0.00,17.00
NUQ,2017-02-19 18:56,54.00,0.00,12.00
NUQ,2017-02-19 19:56,55.00,0.00,10.00
NUQ,2017-02-19 20:56,55.00,0.00,10.00
NUQ,2017-02-19 21:56,55.00,0.00,13.00
NUQ,2017-02-19 22:56,54.00,0.00,19.00
NUQ,2017-02-19 23:56,54.00,0.00,15.00
NUQ,2017-02-20 00:56,53.00,0.13,9.00
NUQ,2017-02-20 01:56,53.00,0.01,14.00
NUQ,2017-02-20 02:56,53.00,0.05,11.00
NUQ,2017-02-20 03:56,54.00,0.07,9.00
NUQ,2017-02-20 04:56,55.00,0.09,9.00
NUQ,2017-02-20 05:56,55.00,0.07,7.00
NUQ,2017-02-20 06:56,55.00,0.01,7.00
NUQ,2017-02-20 07:56,55.00,0.03,7.00
NUQ,2017-02-20 08:48,56.00,0.01,0.00
NUQ,2017-02-20 08:56,56.00,0.02,0.00
NUQ,2017-02-20 09:56,56.00,0.12,5.00
NUQ,2017-02-20 10:56,57.00,0.10,4.00
NUQ,2017-02-20 11:56,57.00,0.07,8.00
NUQ,2017-02-20 12:56,57.00,0.04,8.00
NUQ,2017-02-20 13:10,56.00,0.02,6.00
NUQ,2017-02-20 13:26,57.00,0.06,9.00
NUQ,2017-02-20 13:40,57.00,0.08,7.00
NUQ,2017-02-20 13:56,56.00,0.08,10.00
NUQ,2017-02-20 14:20,56.00,0.05,6.00
NUQ,2017-02-20 14:29,56.00,0.07,6.00
NUQ,2017-02-20 14:32,55.00,0.09,8.00
NUQ,2017-02-20 14:39,56.00,0.14,8.00
NUQ,2017-02-20 14:45,55.00,0.15,10.00
NUQ,2017-02-20 14:56,55.00,0.16,8.00
NUQ,2017-02-20 15:06,54.00,0.05,4.00
NUQ,2017-02-20 15:13,54.00,0.14,3.00
NUQ,2017-02-20 15:30,54.00,0.29,4.00
NUQ,2017-02-20 15:40,54.00,0.33,6.00
NUQ,2017-02-20 15:49,54.00,0.39,5.00
NUQ,2017-02-20 15:56,54.00,0.42,4.00
NUQ,2017-02-20 16:11,55.00,0.05,7.00
NUQ,2017-02-20 16:34,58.00,0.12,11.00
NUQ,2017-02-20 16:41,59.00,0.15,10.00
NUQ,2017-02-20 16:56,59.00,0.19,10.00
NUQ,2017-02-20 17:16,61.00,0.04,13.00
NUQ,2017-02-20 17:56,60.00,0.08,8.00
NUQ,2017-02-20 18:07,59.00,0.01,7.00
NUQ,2017-02-20 18:56,59.00,0.04,3.00
NUQ,2017-02-20 19:03,58.00,0.01,7.00
NUQ,2017-02-20 19:56,57.00,0.04,6.00
NUQ,2017-02-20 20:56,60.00,T,12.00
NUQ,2017-02-20 21:56,61.00,T,13.00
NUQ,2017-02-20 22:56,61.00,T,9.00
NUQ,2017-02-20 23:56,60.00,0.01,8.00
NUQ,2017-02-21 00:56,57.00,0.03,7.00
NUQ,2017-02-21 01:56,54.00,0.01,0.00
NUQ,2017-02-21 02:56,56.00,0.01,0.00
NUQ,2017-02-21 03:56,54.00,T,0.00
NUQ,2017-02-21 04:56,56.00,T,5.00
NUQ,2017-02-21 05:56,54.00,0.06,0.00
NUQ,2017-02-21 06:56,52.00,0.02,3.00
NUQ,2017-02-21 07:52,55.40,0.00,0.00
NUQ,2017-02-21 07:56,55.00,0.00,0.00
NUQ,2017-02-21 08:42,54.00,0.06,6.00
NUQ,2017-02-21 08:56,53.00,0.09,0.00
NUQ,2017-02-21 09:56,59.00,T,0.00
NUQ,2017-02-21 10:56,56.00,0.01,5.00
NUQ,2017-02-21 11:56,57.00,T,5.00
NUQ,2017-02-21 12:56,59.00,0.00,6.00
NUQ,2017-02-21 13:56,60.00,0.00,8.00
NUQ,2017-02-21 14:56,60.00,0.00,6.00
NUQ,2017-02-21 15:56,58.00,0.00,6.00
NUQ,2017-02-21 16:56,57.00,0.00,4.00
NUQ,2017-02-21 17:56,54.00,0.00,6.00
NUQ,2017-02-21 18:17,54.00,0.00,6.00
NUQ,2017-02-21 18:42,51.00,0.04,5.00
NUQ,2017-02-21 18:56,51.00,0.06,3.00
NUQ,2017-02-21 19:56,51.00,0.01,4.00
NUQ,2017-02-21 20:17,51.00,0.08,4.00
NUQ,2017-02-21 20:25,50.00,0.10,3.00
NUQ,2017-02-21 20:56,50.00,0.11,0.00
NUQ,2017-02-21 21:56,48.00,T,0.00
NUQ,2017-02-21 22:56,48.00,0.00,0.00
NUQ,2017-02-21 23:12,48.20,0.00,0.00
NUQ,2017-02-21 23:35,49.00,0.00,0.00
NUQ,2017-02-21 23:56,48.00,0.00,0.00
NUQ,2017-02-22 00:56,46.00,0.00,3.00
NUQ,2017-02-22 01:56,45.00,0.00,0.00
NUQ,2017-02-22 02:56,44.00,0.00,0.00
NUQ,2017-02-22 03:56,44.00,0.00,0.00
NUQ,2017-02-22 04:56,45.00,0.00,0.00
NUQ,2017-02-22 05:56,42.00,0.00,0.00
NUQ,2017-02-22 06:56,45.00,0.00,0.00
NUQ,2017-02-22 07:56,47.00,0.00,4.00
NUQ,2017-02-22 08:56,50.00,0.00,4.00
NUQ,2017-02-22 09:56,53.00,0.00,8.00
NUQ,2017-02-22 10:56,51.00,0.00,10.00
NUQ,2017-02-22 11:56,53.00,0.00,12.00
NUQ,2017-02-22 12:56,54.00,0.00,12.00
NUQ,2017-02-22 13:56,53.00,0.00,9.00
NUQ,2017-02-22 14:56,54.00,0.00,12.00
NUQ,2017-02-22 15:56,54.00,0.00,13.00
NUQ,2017-02-22 16:56,52.00,0.00,12.00
NUQ,2017-02-22 17:56,50.00,0.00,9.00
NUQ,2017-02-22 18:56,48.00,T,8.00
NUQ,2017-02-22 19:56,48.00,0.00,7.00
NUQ,2017-02-22 20:56,47.00,0.00,7.00
NUQ,2017-02-22 21:56,47.00,0.00,10.00
NUQ,2017-02-22 22:56,46.00,0.00,7.00
NUQ,2017-02-22 23:56,46.00,0.00,9.00
NUQ,2017-02-23 00:56,44.00,0.00,3.00
NUQ,2017-02-23 01:56,44.00,0.00,8.00
NUQ,2017-02-23 02:56,44.00,0.00,8.00
NUQ,2017-02-23 03:56,43.00,0.00,3.00
NUQ,2017-02-23 04:56,42.00,0.00,5.00
NUQ,2017-02-23 05:56,42.00,0.00,4.00
NUQ,2017-02-23 06:56,41.00,0.00,3.00
NUQ,2017-02-23 07:56,44.00,0.00,5.00
NUQ,2017-02-23 08:56,48.00,0.00,9.00
NUQ,2017-02-23 09:56,50.00,0.00,8.00
NUQ,2017-02-23 10:56,49.00,0.00,7.00
NUQ,2017-02-23 11:56,51.00,0.00,9.00
NUQ,2017-02-23 12:56,52.00,0.00,12.00
NUQ,2017-02-23 13:56,52.00,0.00,11.00
NUQ,2017-02-23 14:56,52.00,0.00,12.00
NUQ,2017-02-23 15:56,52.00,0.00,7.00
NUQ,2017-02-23 16:56,51.00,0.00,7.00
NUQ,2017-02-23 17:56,50.00,0.00,7.00
NUQ,2017-02-23 18:56,48.00,0.00,5.00
NUQ,2017-02-23 19:56,47.00,0.00,3.00
NUQ,2017-02-23 20:56,46.00,0.00,0.00
NUQ,2017-02-23 21:56,45.00,0.00,3.00
NUQ,2017-02-23 22:56,44.00,0.00,0.00
NUQ,2017-02-23 23:56,41.00,0.00,3.00
NUQ,2017-02-24 00:56,37.00,0.00,4.00
NUQ,2017-02-24 01:56,39.00,0.00,5.00
NUQ,2017-02-24 02:56,38.00,0.00,4.00
NUQ,2017-02-24 03:56,39.00,0.00,0.00
NUQ,2017-02-24 04:56,38.00,0.00,0.00
NUQ,2017-02-24 05:56,36.00,0.00,4.00
NUQ,2017-02-24 06:56,35.00,0.00,5.00
NUQ,2017-02-24 07:56,41.00,0.00,4.00
NUQ,2017-02-24 08:56,46.00,0.00,3.00
NUQ,2017-02-24 09:56,50.00,0.00,0.00
NUQ,2017-02-24 10:56,51.00,0.00,0.00
NUQ,2017-02-24 11:56,51.00,0.00,4.00
NUQ,2017-02-24 12:56,52.00,0.00,8.00
NUQ,2017-02-24 13:56,54.00,0.00,10.00
NUQ,2017-02-24 14:56,54.00,0.00,9.00
NUQ,2017-02-24 15:56,53.00,0.00,11.00
NUQ,2017-02-24 16:56,53.00,0.00,6.00
NUQ,2017-02-24 17:56,50.00,0.00,6.00
NUQ,2017-02-24 18:56,49.00,0.00,6.00
NUQ,2017-02-24 19:56,47.00,0.00,5.00
NUQ,2017-02-24 20:56,45.00,0.00,0.00
NUQ,2017-02-24 21:56,45.00,0.00,0.00
NUQ,2017-02-24 22:56,43.00,0.00,3.00
NUQ,2017-02-24 23:56,43.00,0.00,3.00
NUQ,2017-02-25 00:56,40.00,0.00,0.00
NUQ,2017-02-25 01:56,38.00,0.00,5.00
NUQ,2017-02-25 02:56,40.00,0.00,4.00
NUQ,2017-02-25 03:56,39.00,0.00,0.00
NUQ,2017-02-25 04:56,40.00,0.00,4.00
NUQ,2017-02-25 05:56,38.00,0.00,3.00
NUQ,2017-02-25 06:56,38.00,0.00,5.00
NUQ,2017-02-25 07:56,41.00,0.00,5.00
NUQ,2017-02-25 08:56,46.00,0.00,3.00
NUQ,2017-02-25 09:56,50.00,0.00,0.00
NUQ,2017-02-25 10:56,53.00,0.00,3.00
NUQ,2017-02-25 11:56,54.00,0.00,4.00
NUQ,2017-02-25 12:56,56.00,0.00,7.00
NUQ,2017-02-25 13:56,56.00,0.00,5.00
NUQ,2017-02-25 14:56,57.00,0.00,5.00
NUQ,2017-02-25 15:56,54.00,0.00,11.00
NUQ,2017-02-25 16:56,52.00,0.00,7.00
NUQ,2017-02-25 17:56,51.00,0.00,5.00
NUQ,2017-02-25 18:56,50.00,0.00,3.00
NUQ,2017-02-25 19:56,50.00,0.00,0.00
NUQ,2017-02-25 20:56,49.00,0.00,4.00
NUQ,2017-02-25 21:56,49.00,0.00,6.00
NUQ,2017-02-25 22:56,48.00,0.00,8.00
NUQ,2017-02-25 23:56,48.00,0.00,4.00
NUQ,2017-02-26 00:56,47.00,0.00,3.00
NUQ,2017-02-26 01:56,45.00,0.00,0.00
NUQ,2017-02-26 02:56,45.00,0.00,3.00
NUQ,2017-02-26 03:56,43.00,0.00,4.00
NUQ,2017-02-26 04:56,40.00,0.00,0.00
NUQ,2017-02-26 05:56,40.00,0.00,0.00
NUQ,2017-02-26 06:56,40.00,0.00,0.00
NUQ,2017-02-26 07:56,44.00,0.00,0.00
NUQ,2017-02-26 08:56,48.00,0.00,3.00
NUQ,2017-02-26 09:56,51.00,0.00,3.00
NUQ,2017-02-26 10:56,54.00,0.00,5.00
NUQ,2017-02-26 11:56,55.00,0.00,5.00
NUQ,2017-02-26 12:56,57.00,0.00,7.00
NUQ,2017-02-26 13:56,56.00,0.00,9.00
NUQ,2017-02-26 14:56,54.00,0.00,10.00
NUQ,2017-02-26 15:56,56.00,0.00,13.00
NUQ,2017-02-26 16:56,55.00,0.00,9.00
NUQ,2017-02-26 17:56,52.00,0.00,8.00
NUQ,2017-02-26 18:56,50.00,0.00,5.00
NUQ,2017-02-26 19:56,49.00,0.00,0.00
NUQ,2017-02-26 20:56,50.00,0.00,0.00
NUQ,2017-02-26 21:18,50.00,0.00,5.00
NUQ,2017-02-26 21:28,50.00,0.00,3.00
NUQ,2017-02-26 21:56,50.00,0.00,3.00
NUQ,2017-02-26 22:56,49.00,T,4.00
NUQ,2017-02-26 23:56,47.00,T,3.00
NUQ,2017-02-27 00:56,47.00,0.00,0.00
NUQ,2017-02-27 01:56,48.00,T,3.00
NUQ,2017-02-27 02:56,47.00,T,7.00
NUQ,2017-02-27 03:56,46.00,0.03,0.00
NUQ,2017-02-27 04:56,44.00,0.00,4.00
NUQ,2017-02-27 05:56,42.00,0.00,0.00
NUQ,2017-02-27 06:56,44.00,0.00,0.00
NUQ,2017-02-27 07:28,45.00,0.00,0.00
NUQ,2017-02-27 07:45,45.00,0.00,0.00
NUQ,2017-02-27 07:56,46.00,0.00,0.00
NUQ,2017-02-27 08:56,48.00,0.00,0.00
NUQ,2017-02-27 09:56,51.00,0.00,4.00
NUQ,2017-02-27 10:56,52.00,0.00,7.00
NUQ,2017-02-27 11:56,52.00,0.00,7.00
NUQ,2017-02-27 12:56,53.00,0.00,8.00
NUQ,2017-02-27 13:56,54.00,0.00,11.00
NUQ,2017-02-27 14:56,54.00,0.00,9.00
NUQ,2017-02-27 15:56,54.00,0.00,10.00
NUQ,2017-02-27 16:56,53.00,0.00,9.00
NUQ,2017-02-27 17:56,51.00,0.00,5.00
NUQ,2017-02-27 18:56,50.00,0.00,7.00
NUQ,2017-02-27 19:56,48.00,0.00,5.00
NUQ,2017-02-27 20:56,47.00,0.00,3.00
NUQ,2017-02-27 21:56,46.00,0.00,0.00
NUQ,2017-02-27 22:56,46.00,0.00,0.00
NUQ,2017-02-27 23:56,45.00,0.00,4.00
NUQ,2017-02-28 00:56,43.00,0.00,0.00
NUQ,2017-02-28 01:56,43.00,0.00,3.00
NUQ,2017-02-28 02:56,42.00,0.00,3.00
NUQ,2017-02-28 03:56,42.00,0.00,0.00
NUQ,2017-02-28 04:56,43.00,0.00,0.00
NUQ,2017-02-28 05:56,41.00,0.00,0.00
NUQ,2017-02-28 06:56,42.00,0.00,0.00
NUQ,2017-02-28 07:56,45.00,0.00,3.00
NUQ,2017-02-28 08:56,48.00,0.00,7.00
NUQ,2017-02-28 09:56,50.00,0.00,5.00
NUQ,2017-02-28 10:56,52.00,0.00,8.00
NUQ,2017-02-28 11:56,53.00,0.00,7.00
NUQ,2017-02-28 12:56,55.00,0.00,6.00
NUQ,2017-02-28 13:56,57.00,0.00,9.00
NUQ,2017-02-28 14:56,58.00,0.00,12.00
NUQ,2017-02-28 15:56,57.00,0.00,10.00
NUQ,2017-02-28 16:56,55.00,0.00,9.00
NUQ,2017-02-28 17:56,53.00,0.00,5.00
NUQ,2017-02-28 18:56,50.00,0.00,5.00
NUQ,2017-02-28 19:56,50.00,0.00,3.00
NUQ,2017-02-28 20:56,49.00,0.00,0.00
NUQ,2017-02-28 21:56,48.00,0.00,0.00
NUQ,2017-02-28 22:56,46.00,0.00,0.00
NUQ,2017-02-28 23:56,44.00,0.00,0.00
NUQ,2017-03-01 00:56,44.00,0.00,0.00
NUQ,2017-03-01 01:56,41.00,0.00,0.00
NUQ,2017-03-01 02:56,42.00,0.00,0.00
NUQ,2017-03-01 03:56,41.00,0.00,3.00
NUQ,2017-03-01 04:56,39.00,0.00,0.00
NUQ,2017-03-01 05:56,40.00,0.00,0.00
NUQ,2017-03-01 06:56,40.00,0.00,0.00
NUQ,2017-03-01 07:56,43.00,0.00,0.00
NUQ,2017-03-01 08:56,48.00,0.00,4.00
NUQ,2017-03-01 09:56,51.00,0.00,0.00
NUQ,2017-03-01 10:56,53.00,0.00,0.00
NUQ,2017-03-01 11:56,58.00,0.00,0.00
NUQ,2017-03-01 12:56,60.00,0.00,6.00
NUQ,2017-03-01 13:56,62.00,0.00,6.00
NUQ,2017-03-01 14:56,62.00,0.00,9.00
NUQ,2017-03-01 15:56,61.00,0.00,7.00
