station,valid,tmpf,p01i,sknt
NUQ,2017-01-01 00:56,40.00,0.00,0.00
NUQ,2017-01-01 01:39,42.00,0.00,3.00
NUQ,2017-01-01 01:56,44.00,0.00,5.00
NUQ,2017-01-01 02:56,46.00,0.00,3.00
NUQ,2017-01-01 03:29,46.00,0.00,0.00
NUQ,2017-01-01 03:43,46.00,0.00,3.00
NUQ,2017-01-01 03:56,46.00,0.00,3.00
NUQ,2017-01-01 04:35,43.00,0.00,5.00
NUQ,2017-01-01 04:56,44.00,0.00,0.00
NUQ,2017-01-01 05:11,44.00,0.00,3.00
NUQ,2017-01-01 05:46,43.00,0.00,4.00
NUQ,2017-01-01 05:56,44.00,0.00,3.00
NUQ,2017-01-01 06:56,44.00,0.00,3.00
NUQ,2017-01-01 07:56,45.00,0.00,4.00
NUQ,2017-01-01 08:12,45.00,0.00,0.00
NUQ,2017-01-01 08:29,45.00,0.00,4.00
NUQ,2017-01-01 08:56,46.00,0.00,0.00
NUQ,2017-01-01 09:03,46.00,0.00,3.00
NUQ,2017-01-01 09:19,47.00,0.00,3.00
NUQ,2017-01-01 09:56,50.00,0.00,6.00
NUQ,2017-01-01 10:56,51.00,0.00,8.00
NUQ,2017-01-01 11:56,53.00,0.00,7.00
NUQ,2017-01-01 12:56,53.00,0.00,7.00
NUQ,2017-01-01 13:56,53.00,0.00,6.00
NUQ,2017-01-01 14:56,54.00,0.00,8.00
NUQ,2017-01-01 15:56,53.00,0.00,7.00
NUQ,2017-01-01 16:56,50.00,0.00,6.00
NUQ,2017-01-01 17:56,48.00,0.00,5.00
NUQ,2017-01-01 18:56,48.00,0.00,3.00
NUQ,2017-01-01 19:56,47.00,0.00,0.00
NUQ,2017-01-01 20:56,46.00,0.01,4.00
NUQ,2017-01-01 21:56,46.00,T,0.00
NUQ,2017-01-01 22:56,46.00,T,0.00
NUQ,2017-01-01 23:56,46.00,0.00,3.00
NUQ,2017-01-02 00:56,45.00,T,6.00
NUQ,2017-01-02 01:56,46.00,0.00,3.00
NUQ,2017-01-02 02:24,45.00,0.01,4.00
NUQ,2017-01-02 02:31,45.00,0.01,6.00
NUQ,2017-01-02 02:56,44.00,0.01,5.00
NUQ,2017-01-02 03:56,44.00,0.02,5.00
NUQ,2017-01-02 04:56,43.00,0.01,6.00
NUQ,2017-01-02 05:56,44.00,T,5.00
NUQ,2017-01-02 06:56,44.00,0.00,5.00
NUQ,2017-01-02 07:56,44.00,0.00,0.00
NUQ,2017-01-02 08:56,45.00,0.00,8.00
NUQ,2017-01-02 09:56,46.00,T,4.00
NUQ,2017-01-02 10:56,48.00,0.01,6.00
NUQ,2017-01-02 11:56,49.00,T,5.00
NUQ,2017-01-02 12:56,50.00,T,4.00
NUQ,2017-01-02 13:56,50.00,0.00,6.00
NUQ,2017-01-02 14:56,51.00,T,4.00
NUQ,2017-01-02 15:56,51.00,0.00,7.00
NUQ,2017-01-02 16:56,50.00,T,3.00
NUQ,2017-01-02 17:56,49.00,0.00,5.00
NUQ,2017-01-02 18:56,48.00,0.00,7.00
NUQ,2017-01-02 19:56,48.00,0.00,8.00
NUQ,2017-01-02 20:56,48.00,0.00,11.00
NUQ,2017-01-02 21:56,48.00,0.00,7.00
NUQ,2017-01-02 22:56,49.00,0.00,6.00
NUQ,2017-01-02 23:56,49.00,0.00,4.00
NUQ,2017-01-03 00:56,48.00,T,6.00
NUQ,2017-01-03 01:56,49.00,0.00,9.00
NUQ,2017-01-03 02:56,49.00,0.02,6.00
NUQ,2017-01-03 03:32,48.00,0.01,5.00
NUQ,2017-01-03 03:56,48.00,0.01,6.00
NUQ,2017-01-03 04:16,48.00,0.03,8.00
NUQ,2017-01-03 04:56,48.00,0.04,10.00
NUQ,2017-01-03 05:56,48.00,T,5.00
NUQ,2017-01-03 06:24,49.00,0.00,6.00
NUQ,2017-01-03 06:56,49.00,0.00,6.00
NUQ,2017-01-03 07:03,49.00,0.00,6.00
NUQ,2017-01-03 07:25,49.00,0.00,7.00
NUQ,2017-01-03 07:48,49.00,0.00,5.00
NUQ,2017-01-03 07:56,49.00,0.00,5.00
NUQ,2017-01-03 08:08,50.00,0.00,4.00
NUQ,2017-01-03 08:56,51.00,0.00,6.00
NUQ,2017-01-03 09:56,52.00,0.00,10.00
NUQ,2017-01-03 10:56,53.00,0.00,9.00
NUQ,2017-01-03 11:56,54.00,0.00,8.00
NUQ,2017-01-03 12:56,54.00,0.01,12.00
NUQ,2017-01-03 13:56,54.00,T,10.00
NUQ,2017-01-03 14:56,54.00,T,14.00
NUQ,2017-01-03 15:39,54.00,0.03,13.00
NUQ,2017-01-03 15:56,54.00,0.06,11.00
NUQ,2017-01-03 16:31,54.00,0.05,12.00
NUQ,2017-01-03 16:56,55.00,0.05,12.00
NUQ,2017-01-03 17:56,54.00,0.04,12.00
NUQ,2017-01-03 18:56,54.00,0.01,19.00
NUQ,2017-01-03 19:56,55.00,0.04,16.00
NUQ,2017-01-03 20:56,55.00,0.04,17.00
NUQ,2017-01-03 21:56,55.00,0.01,14.00
NUQ,2017-01-03 22:56,55.00,T,16.00
NUQ,2017-01-03 23:56,54.00,0.05,17.00
NUQ,2017-01-04 00:27,55.00,T,15.00
NUQ,2017-01-04 00:40,54.00,0.01,13.00
NUQ,2017-01-04 00:56,55.00,0.02,13.00
NUQ,2017-01-04 01:11,55.00,T,11.00
NUQ,2017-01-04 01:18,56.00,T,14.00
NUQ,2017-01-04 01:56,56.00,0.01,13.00
NUQ,2017-01-04 02:06,56.00,T,10.00
NUQ,2017-01-04 02:44,57.00,0.01,11.00
NUQ,2017-01-04 02:56,57.00,0.02,8.00
NUQ,2017-01-04 03:56,57.00,T,8.00
NUQ,2017-01-04 04:56,57.00,0.01,3.00
NUQ,2017-01-04 05:56,56.00,0.01,4.00
NUQ,2017-01-04 06:56,55.00,T,0.00
NUQ,2017-01-04 07:45,55.00,0.01,7.00
NUQ,2017-01-04 07:56,54.00,0.01,5.00
NUQ,2017-01-04 08:19,54.00,T,3.00
NUQ,2017-01-04 08:56,54.00,T,0.00
NUQ,2017-01-04 09:21,55.00,T,0.00
NUQ,2017-01-04 09:56,55.00,T,3.00
NUQ,2017-01-04 10:56,54.00,T,6.00
NUQ,2017-01-04 11:03,53.00,0.00,8.00
NUQ,2017-01-04 11:24,52.00,T,5.00
NUQ,2017-01-04 11:56,52.00,0.01,9.00
NUQ,2017-01-04 12:56,53.00,0.00,8.00
NUQ,2017-01-04 13:56,52.00,T,8.00
NUQ,2017-01-04 14:22,51.00,T,8.00
NUQ,2017-01-04 14:56,51.00,T,7.00
NUQ,2017-01-04 15:56,51.00,0.01,7.00
NUQ,2017-01-04 16:56,50.00,T,0.00
NUQ,2017-01-04 17:56,51.00,T,3.00
NUQ,2017-01-04 18:49,49.00,0.01,3.00
NUQ,2017-01-04 18:56,49.00,0.01,3.00
NUQ,2017-01-04 19:56,48.00,0.04,8.00
NUQ,2017-01-04 20:30,48.00,0.03,4.00
NUQ,2017-01-04 20:56,48.00,0.04,6.00
NUQ,2017-01-04 21:09,48.00,T,7.00
NUQ,2017-01-04 21:56,48.00,0.03,4.00
NUQ,2017-01-04 22:56,48.00,0.03,4.00
NUQ,2017-01-04 23:05,48.00,0.01,5.00
NUQ,2017-01-04 23:13,48.00,0.02,5.00
NUQ,2017-01-04 23:20,47.00,0.03,5.00
NUQ,2017-01-04 23:27,47.00,0.03,5.00
NUQ,2017-01-04 23:49,47.00,0.04,3.00
NUQ,2017-01-04 23:56,47.00,0.04,3.00
NUQ,2017-01-05 00:10,47.00,T,4.00
NUQ,2017-01-05 00:34,48.00,0.01,4.00
NUQ,2017-01-05 00:42,48.00,0.01,3.00
NUQ,2017-01-05 00:56,48.00,0.01,4.00
NUQ,2017-01-05 01:07,47.00,T,6.00
NUQ,2017-01-05 01:51,46.40,T,0.00
NUQ,2017-01-05 01:52,47.00,T,0.00
NUQ,2017-01-05 02:09,47.00,0.00,0.00
NUQ,2017-01-05 02:56,46.00,0.00,0.00
NUQ,2017-01-05 03:56,45.00,0.00,3.00
NUQ,2017-01-05 04:56,45.00,0.00,0.00
NUQ,2017-01-05 05:36,45.00,0.00,3.00
NUQ,2017-01-05 05:56,45.00,0.00,4.00
NUQ,2017-01-05 06:56,45.00,0.00,4.00
NUQ,2017-01-05 07:56,45.00,0.00,6.00
NUQ,2017-01-05 08:56,45.00,0.00,5.00
NUQ,2017-01-05 09:56,48.00,0.00,5.00
NUQ,2017-01-05 10:56,50.00,0.00,9.00
NUQ,2017-01-05 11:56,50.00,0.00,9.00
NUQ,2017-01-05 12:56,50.00,0.00,8.00
NUQ,2017-01-05 13:56,51.00,0.00,10.00
NUQ,2017-01-05 14:56,50.00,0.00,10.00
NUQ,2017-01-05 15:56,49.00,0.00,9.00
NUQ,2017-01-05 16:56,48.00,0.00,4.00
NUQ,2017-01-05 17:56,47.00,0.00,0.00
NUQ,2017-01-05 18:56,45.00,0.00,3.00
NUQ,2017-01-05 19:56,43.00,0.00,3.00
NUQ,2017-01-05 20:56,42.00,0.00,4.00
NUQ,2017-01-05 21:56,41.00,0.00,6.00
NUQ,2017-01-05 22:56,42.00,0.00,6.00
NUQ,2017-01-05 23:56,39.00,0.00,4.00
NUQ,2017-01-06 00:56,38.00,0.00,3.00
NUQ,2017-01-06 01:56,37.00,0.00,3.00
NUQ,2017-01-06 02:56,36.00,0.00,0.00
NUQ,2017-01-06 03:56,34.00,0.00,0.00
NUQ,2017-01-06 04:56,35.00,0.00,3.00
NUQ,2017-01-06 05:56,33.00,0.00,3.00
NUQ,2017-01-06 06:56,35.00,0.00,3.00
NUQ,2017-01-06 07:56,33.00,0.00,0.00
NUQ,2017-01-06 08:56,38.00,0.00,4.00
NUQ,2017-01-06 09:56,43.00,0.00,3.00
NUQ,2017-01-06 10:56,43.00,0.00,4.00
NUQ,2017-01-06 11:56,46.00,0.00,0.00
NUQ,2017-01-06 12:56,48.00,0.00,0.00
NUQ,2017-01-06 13:56,51.00,0.00,4.00
NUQ,2017-01-06 14:56,51.00,0.00,4.00
NUQ,2017-01-06 15:56,50.00,0.00,3.00
NUQ,2017-01-06 16:56,48.00,0.00,3.00
NUQ,2017-01-06 17:56,47.00,0.00,0.00
NUQ,2017-01-06 18:56,47.00,0.00,0.00
NUQ,2017-01-06 19:56,47.00,0.00,3.00
NUQ,2017-01-06 20:56,47.00,T,3.00
NUQ,2017-01-06 21:56,46.00,T,3.00
NUQ,2017-01-06 22:56,46.00,0.00,3.00
NUQ,2017-01-06 23:56,46.00,T,4.00
NUQ,2017-01-07 00:56,46.00,T,0.00
NUQ,2017-01-07 01:56,47.00,0.00,3.00
NUQ,2017-01-07 02:56,46.00,0.02,3.00
NUQ,2017-01-07 03:56,46.00,0.03,4.00
NUQ,2017-01-07 04:56,50.00,0.02,12.00
NUQ,2017-01-07 05:56,51.00,T,15.00
NUQ,2017-01-07 06:56,51.00,T,11.00
NUQ,2017-01-07 07:56,52.00,0.01,17.00
NUQ,2017-01-07 08:56,54.00,0.01,20.00
NUQ,2017-01-07 09:16,53.60,0.00,17.00
NUQ,2017-01-07 09:56,55.00,T,15.00
NUQ,2017-01-07 10:56,56.00,0.03,12.00
NUQ,2017-01-07 11:56,57.00,T,12.00
NUQ,2017-01-07 12:56,58.00,0.01,13.00
NUQ,2017-01-07 13:56,59.00,0.00,14.00
NUQ,2017-01-07 14:56,60.00,0.00,11.00
NUQ,2017-01-07 15:56,60.00,0.00,17.00
NUQ,2017-01-07 16:15,60.00,0.00,15.00
NUQ,2017-01-07 16:56,60.00,0.00,10.00
NUQ,2017-01-07 17:56,60.00,0.00,12.00
NUQ,2017-01-07 18:56,58.00,0.00,8.00
NUQ,2017-01-07 19:56,57.00,T,8.00
NUQ,2017-01-07 20:56,57.00,0.01,9.00
NUQ,2017-01-07 21:56,57.00,0.07,10.00
NUQ,2017-01-07 22:56,57.00,0.05,10.00
NUQ,2017-01-07 23:56,58.00,0.02,10.00
NUQ,2017-01-08 00:56,58.00,0.06,15.00
NUQ,2017-01-08 01:56,58.00,0.02,8.00
NUQ,2017-01-08 02:56,58.00,0.01,10.00
NUQ,2017-01-08 03:34,58.00,0.01,17.00
NUQ,2017-01-08 03:56,58.00,0.01,17.00
NUQ,2017-01-08 04:56,58.00,0.02,16.00
NUQ,2017-01-08 05:37,58.00,T,10.00
NUQ,2017-01-08 05:56,59.00,T,17.00
NUQ,2017-01-08 06:56,59.00,0.01,20.00
NUQ,2017-01-08 07:34,58.00,0.02,19.00
NUQ,2017-01-08 07:56,58.00,0.03,21.00
NUQ,2017-01-08 08:16,58.00,0.01,20.00
NUQ,2017-01-08 08:53,57.20,0.11,19.00
NUQ,2017-01-08 08:56,58.00,0.13,15.00
NUQ,2017-01-08 09:02,58.00,T,12.00
NUQ,2017-01-08 09:10,58.00,T,18.00
NUQ,2017-01-08 09:28,59.00,0.02,12.00
NUQ,2017-01-08 09:32,59.00,0.03,11.00
NUQ,2017-01-08 09:43,59.00,0.04,10.00
NUQ,2017-01-08 09:56,61.00,0.04,12.00
NUQ,2017-01-08 10:56,62.00,0.06,12.00
NUQ,2017-01-08 11:22,62.00,0.09,9.00
NUQ,2017-01-08 11:30,62.00,0.13,14.00
NUQ,2017-01-08 11:56,62.00,0.23,14.00
NUQ,2017-01-08 12:56,63.00,0.10,14.00
NUQ,2017-01-08 13:56,62.00,0.05,12.00
NUQ,2017-01-08 14:34,62.00,0.01,13.00
NUQ,2017-01-08 14:42,61.00,0.02,9.00
NUQ,2017-01-08 14:56,61.00,0.03,9.00
NUQ,2017-01-08 15:56,61.00,0.02,8.00
NUQ,2017-01-08 16:56,60.00,0.01,4.00
NUQ,2017-01-08 17:56,59.00,0.01,0.00
NUQ,2017-01-08 18:56,59.00,T,5.00
NUQ,2017-01-08 19:56,59.00,0.01,8.00
NUQ,2017-01-08 20:47,58.00,0.04,4.00
NUQ,2017-01-08 20:56,59.00,0.05,0.00
NUQ,2017-01-08 21:15,58.00,0.03,5.00
NUQ,2017-01-08 21:56,58.00,0.04,5.00
NUQ,2017-01-08 22:09,58.00,0.00,3.00
NUQ,2017-01-08 22:56,60.00,T,7.00
NUQ,2017-01-08 23:56,61.00,T,5.00
NUQ,2017-01-09 00:35,59.00,T,9.00
NUQ,2017-01-09 00:56,59.00,T,5.00
NUQ,2017-01-09 01:18,58.00,0.13,7.00
NUQ,2017-01-09 01:25,58.00,0.15,4.00
NUQ,2017-01-09 01:33,57.00,0.16,9.00
NUQ,2017-01-09 01:56,57.00,0.16,4.00
NUQ,2017-01-09 02:38,56.00,0.00,4.00
NUQ,2017-01-09 02:56,56.00,0.00,4.00
NUQ,2017-01-09 03:23,55.00,0.00,0.00
NUQ,2017-01-09 03:56,56.00,0.00,8.00
NUQ,2017-01-09 04:56,55.00,0.00,6.00
NUQ,2017-01-09 05:56,54.00,T,0.00
NUQ,2017-01-09 06:56,52.00,T,5.00
NUQ,2017-01-09 07:56,53.00,0.00,0.00
NUQ,2017-01-09 08:56,54.00,0.00,6.00
NUQ,2017-01-09 09:56,56.00,0.00,0.00
NUQ,2017-01-09 10:56,59.00,0.00,0.00
NUQ,2017-01-09 11:56,59.00,0.00,6.00
NUQ,2017-01-09 12:56,60.00,0.00,6.00
NUQ,2017-01-09 13:56,58.00,0.00,8.00
NUQ,2017-01-09 14:56,57.00,0.00,6.00
NUQ,2017-01-09 15:56,57.00,0.00,6.00
NUQ,2017-01-09 16:56,55.00,0.00,3.00
NUQ,2017-01-09 17:56,56.00,T,9.00
NUQ,2017-01-09 18:56,54.00,T,7.00
NUQ,2017-01-09 19:56,54.00,T,6.00
NUQ,2017-01-09 20:56,55.00,T,6.00
NUQ,2017-01-09 21:56,56.00,0.01,7.00
NUQ,2017-01-09 22:56,54.00,T,5.00
NUQ,2017-01-09 23:56,54.00,T,5.00
NUQ,2017-01-10 00:56,54.00,T,5.00
NUQ,2017-01-10 01:56,54.00,0.01,7.00
NUQ,2017-01-10 02:56,53.00,0.03,6.00
NUQ,2017-01-10 03:56,53.00,0.02,9.00
NUQ,2017-01-10 04:56,53.00,0.03,6.00
NUQ,2017-01-10 05:56,53.00,0.02,6.00
NUQ,2017-01-10 06:56,53.00,0.00,6.00
NUQ,2017-01-10 07:56,54.00,0.02,7.00
NUQ,2017-01-10 08:56,54.00,0.03,5.00
NUQ,2017-01-10 09:56,56.00,0.01,6.00
NUQ,2017-01-10 10:56,58.00,T,7.00
NUQ,2017-01-10 11:56,58.00,0.01,7.00
NUQ,2017-01-10 12:56,58.00,0.05,6.00
NUQ,2017-01-10 13:56,57.00,0.06,10.00
NUQ,2017-01-10 14:56,57.00,0.06,9.00
NUQ,2017-01-10 15:56,58.00,0.02,7.00
NUQ,2017-01-10 16:03,58.00,0.01,9.00
NUQ,2017-01-10 16:26,58.00,0.03,8.00
NUQ,2017-01-10 16:56,58.00,0.03,0.00
NUQ,2017-01-10 17:46,59.00,0.02,5.00
NUQ,2017-01-10 17:56,59.00,0.02,4.00
NUQ,2017-01-10 18:56,60.00,0.04,6.00
NUQ,2017-01-10 19:56,60.00,0.17,4.00
NUQ,2017-01-10 20:56,54.00,0.04,0.00
NUQ,2017-01-10 21:56,55.00,0.01,4.00
NUQ,2017-01-10 22:56,54.00,0.00,4.00
NUQ,2017-01-10 23:15,55.00,T,5.00
NUQ,2017-01-10 23:30,57.00,T,4.00
NUQ,2017-01-10 23:56,58.00,T,8.00
NUQ,2017-01-11 00:56,57.00,T,11.00
NUQ,2017-01-11 01:56,56.00,0.00,5.00
NUQ,2017-01-11 02:56,56.00,0.00,7.00
NUQ,2017-01-11 03:11,55.00,T,4.00
NUQ,2017-01-11 03:27,55.00,T,7.00
NUQ,2017-01-11 03:56,55.00,T,4.00
NUQ,2017-01-11 04:56,51.00,0.01,7.00
NUQ,2017-01-11 05:56,52.00,T,0.00
NUQ,2017-01-11 06:56,51.00,0.02,0.00
NUQ,2017-01-11 07:15,51.00,T,3.00
NUQ,2017-01-11 07:56,51.00,T,3.00
NUQ,2017-01-11 08:56,53.00,0.00,5.00
NUQ,2017-01-11 09:56,54.00,0.00,4.00
NUQ,2017-01-11 10:15,55.00,0.00,9.00
NUQ,2017-01-11 10:56,53.00,T,4.00
NUQ,2017-01-11 11:05,53.00,T,4.00
NUQ,2017-01-11 11:22,54.00,T,3.00
NUQ,2017-01-11 11:56,54.00,T,4.00
NUQ,2017-01-11 12:56,55.00,0.00,7.00
NUQ,2017-01-11 13:56,55.00,0.00,9.00
NUQ,2017-01-11 14:56,55.00,0.00,6.00
NUQ,2017-01-11 15:56,54.00,0.00,4.00
NUQ,2017-01-11 16:56,53.00,0.00,7.00
NUQ,2017-01-11 17:56,52.00,0.00,3.00
NUQ,2017-01-11 18:56,51.00,0.00,0.00
NUQ,2017-01-11 19:56,51.00,0.00,3.00
NUQ,2017-01-11 20:56,50.00,0.00,5.00
NUQ,2017-01-11 21:56,48.00,0.00,3.00
NUQ,2017-01-11 22:56,49.00,0.00,4.00
NUQ,2017-01-11 23:56,48.00,0.00,3.00
NUQ,2017-01-12 00:56,49.00,0.00,0.00
NUQ,2017-01-12 01:56,48.00,0.02,3.00
NUQ,2017-01-12 02:56,48.00,T,8.00
NUQ,2017-01-12 03:56,48.00,0.01,5.00
NUQ,2017-01-12 04:56,48.00,T,0.00
NUQ,2017-01-12 05:16,47.00,T,3.00
NUQ,2017-01-12 05:25,47.00,0.01,4.00
NUQ,2017-01-12 05:36,47.00,0.02,4.00
NUQ,2017-01-12 05:56,47.00,0.04,4.00
NUQ,2017-01-12 06:46,47.00,0.05,5.00
NUQ,2017-01-12 06:56,46.00,0.05,4.00
NUQ,2017-01-12 07:17,46.00,0.00,4.00
NUQ,2017-01-12 07:56,46.00,0.00,0.00
NUQ,2017-01-12 08:46,48.00,0.00,5.00
NUQ,2017-01-12 08:56,48.00,0.00,5.00
NUQ,2017-01-12 09:56,49.00,0.00,5.00
NUQ,2017-01-12 10:56,51.00,0.00,7.00
NUQ,2017-01-12 11:33,48.00,T,8.00
NUQ,2017-01-12 11:56,49.00,T,7.00
NUQ,2017-01-12 12:56,48.00,0.00,7.00
NUQ,2017-01-12 13:56,51.00,0.00,6.00
NUQ,2017-01-12 14:56,52.00,0.00,8.00
NUQ,2017-01-12 15:56,50.00,0.00,5.00
NUQ,2017-01-12 16:56,50.00,0.00,6.00
NUQ,2017-01-12 17:56,48.00,0.01,3.00
NUQ,2017-01-12 18:56,48.00,T,0.00
NUQ,2017-01-12 19:56,48.00,0.00,3.00
NUQ,2017-01-12 20:56,46.00,0.00,0.00
NUQ,2017-01-12 21:56,47.00,0.00,0.00
NUQ,2017-01-12 22:56,47.00,0.00,3.00
NUQ,2017-01-12 23:56,46.00,0.00,4.00
NUQ,2017-01-13 00:56,45.00,0.00,0.00
NUQ,2017-01-13 01:56,44.00,0.00,3.00
NUQ,2017-01-13 02:56,43.00,0.00,6.00
NUQ,2017-01-13 03:56,43.00,0.00,4.00
NUQ,2017-01-13 04:56,42.00,0.00,0.00
NUQ,2017-01-13 05:36,42.00,0.00,3.00
NUQ,2017-01-13 05:56,42.00,0.00,3.00
NUQ,2017-01-13 06:09,42.00,0.00,6.00
NUQ,2017-01-13 06:56,42.00,0.00,6.00
NUQ,2017-01-13 07:56,45.00,0.00,0.00
NUQ,2017-01-13 08:56,48.00,0.00,0.00
NUQ,2017-01-13 09:56,50.00,0.00,0.00
NUQ,2017-01-13 10:56,52.00,0.00,4.00
NUQ,2017-01-13 11:56,52.00,0.00,5.00
NUQ,2017-01-13 12:56,54.00,0.00,5.00
NUQ,2017-01-13 13:56,56.00,0.00,7.00
NUQ,2017-01-13 14:56,55.00,0.00,5.00
NUQ,2017-01-13 15:56,55.00,0.00,4.00
NUQ,2017-01-13 16:56,54.00,0.00,3.00
NUQ,2017-01-13 17:56,51.00,0.00,0.00
NUQ,2017-01-13 18:56,50.00,0.00,0.00
NUQ,2017-01-13 19:56,48.00,0.00,0.00
NUQ,2017-01-13 20:56,46.00,0.00,0.00
NUQ,2017-01-13 21:56,46.00,0.00,3.00
NUQ,2017-01-13 22:56,45.00,0.00,0.00
NUQ,2017-01-13 23:56,42.00,0.00,0.00
NUQ,2017-01-14 00:56,39.00,0.00,0.00
NUQ,2017-01-14 01:56,42.00,0.00,0.00
NUQ,2017-01-14 02:56,40.00,0.00,0.00
NUQ,2017-01-14 03:56,39.00,0.00,0.00
NUQ,2017-01-14 04:56,37.00,0.00,0.00
NUQ,2017-01-14 05:56,38.00,0.00,0.00
NUQ,2017-01-14 06:56,37.00,0.00,0.00
NUQ,2017-01-14 07:56,38.00,0.00,0.00
NUQ,2017-01-14 08:56,44.00,0.00,0.00
NUQ,2017-01-14 09:56,49.00,0.00,3.00
NUQ,2017-01-14 10:56,50.00,0.00,0.00
NUQ,2017-01-14 11:56,55.00,0.00,7.00
NUQ,2017-01-14 12:56,57.00,0.00,4.00
NUQ,2017-01-14 13:56,57.00,0.00,5.00
NUQ,2017-01-14 14:56,58.00,0.00,5.00
NUQ,2017-01-14 15:56,56.00,0.00,8.00
NUQ,2017-01-14 16:56,53.00,0.00,0.00
NUQ,2017-01-14 17:56,49.00,0.00,7.00
NUQ,2017-01-14 18:56,49.00,0.00,9.00
NUQ,2017-01-14 19:56,48.00,0.00,6.00
NUQ,2017-01-14 20:56,48.00,0.00,4.00
NUQ,2017-01-14 21:56,46.00,0.00,4.00
NUQ,2017-01-14 22:56,45.00,0.00,0.00
NUQ,2017-01-14 23:56,43.00,0.00,0.00
NUQ,2017-01-15 00:56,43.00,0.00,0.00
NUQ,2017-01-15 01:56,42.00,0.00,0.00
NUQ,2017-01-15 02:40,41.00,0.00,0.00
NUQ,2017-01-15 02:49,41.00,0.00,0.00
NUQ,2017-01-15 02:56,42.00,0.00,0.00
NUQ,2017-01-15 03:56,43.00,0.00,0.00
NUQ,2017-01-15 04:17,41.00,0.00,0.00
NUQ,2017-01-15 04:56,39.00,0.00,0.00
NUQ,2017-01-15 05:56,39.00,0.00,0.00
NUQ,2017-01-15 06:08,40.00,0.00,0.00
NUQ,2017-01-15 06:56,40.00,0.00,0.00
NUQ,2017-01-15 07:03,40.00,0.00,0.00
NUQ,2017-01-15 07:23,40.00,0.00,0.00
NUQ,2017-01-15 07:56,41.00,0.00,0.00
NUQ,2017-01-15 08:56,43.00,0.00,0.00
NUQ,2017-01-15 09:56,45.00,0.00,4.00
NUQ,2017-01-15 10:56,46.00,0.00,3.00
NUQ,2017-01-15 11:48,47.00,0.00,6.00
NUQ,2017-01-15 11:56,48.00,0.00,4.00
NUQ,2017-01-15 12:25,49.00,0.00,5.00
NUQ,2017-01-15 12:56,50.00,0.00,0.00
NUQ,2017-01-15 13:56,51.00,0.00,4.00
NUQ,2017-01-15 14:56,51.00,0.00,3.00
NUQ,2017-01-15 15:56,52.00,0.00,5.00
NUQ,2017-01-15 16:56,50.00,0.00,4.00
NUQ,2017-01-15 17:56,49.00,0.00,3.00
NUQ,2017-01-15 18:56,48.00,0.00,5.00
NUQ,2017-01-15 19:56,47.00,0.00,0.00
NUQ,2017-01-15 20:56,45.00,0.00,3.00
NUQ,2017-01-15 21:56,43.00,0.00,0.00
NUQ,2017-01-15 22:56,42.00,0.00,0.00
NUQ,2017-01-15 23:56,41.00,0.00,0.00
NUQ,2017-01-16 00:56,40.00,0.00,3.00
NUQ,2017-01-16 01:56,40.00,0.00,6.00
NUQ,2017-01-16 02:56,41.00,0.00,0.00
NUQ,2017-01-16 03:56,41.00,0.00,9.00
NUQ,2017-01-16 04:56,42.00,0.00,12.00
NUQ,2017-01-16 05:56,42.00,0.00,5.00
NUQ,2017-01-16 06:56,42.00,0.00,6.00
NUQ,2017-01-16 07:56,40.00,0.00,7.00
NUQ,2017-01-16 08:56,42.00,0.00,4.00
NUQ,2017-01-16 09:56,46.00,0.00,0.00
NUQ,2017-01-16 10:56,48.00,0.00,4.00
NUQ,2017-01-16 11:56,51.00,0.00,5.00
NUQ,2017-01-16 12:56,52.00,0.00,5.00
NUQ,2017-01-16 13:56,55.00,0.00,5.00
NUQ,2017-01-16 14:56,55.00,0.00,4.00
NUQ,2017-01-16 15:56,55.00,0.00,4.00
NUQ,2017-01-16 16:56,55.00,0.00,5.00
NUQ,2017-01-16 17:56,51.00,0.00,4.00
NUQ,2017-01-16 18:56,49.00,0.00,5.00
NUQ,2017-01-16 19:56,48.00,0.00,5.00
NUQ,2017-01-16 20:56,47.00,0.00,0.00
NUQ,2017-01-16 21:56,43.00,0.00,0.00
NUQ,2017-01-16 22:56,42.00,0.00,0.00
NUQ,2017-01-16 23:56,41.00,0.00,0.00
NUQ,2017-01-17 00:56,40.00,0.00,0.00
NUQ,2017-01-17 01:56,40.00,0.00,0.00
NUQ,2017-01-17 02:56,39.00,0.00,0.00
NUQ,2017-01-17 03:56,38.00,0.00,0.00
NUQ,2017-01-17 04:56,37.00,0.00,3.00
NUQ,2017-01-17 05:56,38.00,0.00,0.00
NUQ,2017-01-17 06:56,38.00,0.00,0.00
NUQ,2017-01-17 07:56,39.00,0.00,6.00
NUQ,2017-01-17 08:56,41.00,0.00,5.00
NUQ,2017-01-17 09:47,44.00,0.00,7.00
NUQ,2017-01-17 09:56,45.00,0.00,5.00
NUQ,2017-01-17 10:56,46.00,0.00,0.00
NUQ,2017-01-17 11:56,50.00,0.00,6.00
NUQ,2017-01-17 12:56,51.00,0.00,5.00
NUQ,2017-01-17 13:56,52.00,0.00,6.00
NUQ,2017-01-17 14:56,53.00,0.00,4.00
NUQ,2017-01-17 15:56,52.00,0.00,4.00
NUQ,2017-01-17 16:56,51.00,0.00,0.00
NUQ,2017-01-17 17:56,50.00,0.00,0.00
NUQ,2017-01-17 18:56,49.00,0.00,3.00
