station,valid,tmpf,p01i,sknt
SJC,2017-05-05 06:53,57.00,0.00,9.00
SJC,2017-05-05 07:53,57.00,0.00,7.00
SJC,2017-05-05 08:53,59.00,0.00,5.00
SJC,2017-05-05 09:53,62.00,0.00,5.00
SJC,2017-05-05 10:53,63.00,0.00,5.00
SJC,2017-05-05 11:53,66.00,0.00,7.00
SJC,2017-05-05 12:53,69.00,0.00,14.00
SJC,2017-05-05 13:53,69.00,0.00,18.00
SJC,2017-05-05 14:53,70.00,0.00,13.00
SJC,2017-05-05 15:53,70.00,0.00,12.00
SJC,2017-05-05 16:53,66.00,0.00,16.00
SJC,2017-05-05 17:53,64.00,0.00,12.00
SJC,2017-05-05 18:53,60.00,0.00,13.00
SJC,2017-05-05 19:53,57.00,0.00,8.00
SJC,2017-05-05 20:53,55.00,0.00,8.00
SJC,2017-05-05 21:53,54.00,0.00,11.00
SJC,2017-05-05 22:53,54.00,0.00,8.00
SJC,2017-05-05 23:53,54.00,0.00,8.00
SJC,2017-05-06 00:53,53.00,0.00,10.00
SJC,2017-05-06 01:53,52.00,0.00,12.00
SJC,2017-05-06 02:53,51.00,0.00,10.00
SJC,2017-05-06 03:53,52.00,0.00,9.00
SJC,2017-05-06 04:53,52.00,0.00,12.00
SJC,2017-05-06 05:34,52.00,0.00,12.00
SJC,2017-05-06 05:53,51.00,0.00,10.00
SJC,2017-05-06 06:53,51.00,0.00,12.00
SJC,2017-05-06 07:53,52.00,0.00,11.00
SJC,2017-05-06 08:53,54.00,0.00,9.00
SJC,2017-05-06 09:53,57.00,0.00,8.00
SJC,2017-05-06 10:53,60.00,0.00,5.00
SJC,2017-05-06 11:53,61.00,0.00,0.00
SJC,2017-05-06 12:53,61.00,0.00,6.00
SJC,2017-05-06 13:53,59.00,0.00,9.00
SJC,2017-05-06 14:53,61.00,0.00,8.00
SJC,2017-05-06 15:53,64.00,0.00,7.00
SJC,2017-05-06 16:53,64.00,0.00,8.00
SJC,2017-05-06 17:53,63.00,0.00,10.00
SJC,2017-05-06 18:53,62.00,0.00,9.00
SJC,2017-05-06 19:53,59.00,0.00,9.00
SJC,2017-05-06 20:53,58.00,0.00,8.00
SJC,2017-05-06 21:53,57.00,0.00,5.00
SJC,2017-05-06 22:53,56.00,0.00,5.00
SJC,2017-05-06 23:53,56.00,0.00,6.00
SJC,2017-05-07 00:53,56.00,0.00,5.00
SJC,2017-05-07 01:53,56.00,0.00,4.00
SJC,2017-05-07 02:53,55.00,0.00,4.00
SJC,2017-05-07 03:53,54.00,0.00,0.00
SJC,2017-05-07 04:17,53.00,0.00,5.00
SJC,2017-05-07 04:53,53.00,0.00,5.00
SJC,2017-05-07 05:53,51.00,0.00,3.00
SJC,2017-05-07 06:53,51.00,0.00,6.00
SJC,2017-05-07 07:53,54.00,0.00,4.00
SJC,2017-05-07 08:53,59.00,0.00,0.00
SJC,2017-05-07 09:53,62.00,0.00,4.00
SJC,2017-05-07 10:53,65.00,0.00,3.00
SJC,2017-05-07 11:53,69.00,0.00,4.00
SJC,2017-05-07 12:53,73.00,0.00,4.00
SJC,2017-05-07 13:53,74.00,0.00,3.00
SJC,2017-05-07 14:53,74.00,0.00,3.00
SJC,2017-05-07 15:53,75.00,0.00,11.00
SJC,2017-05-07 16:53,73.00,0.00,13.00
SJC,2017-05-07 17:53,71.00,0.00,17.00
SJC,2017-05-07 18:53,69.00,0.00,14.00
SJC,2017-05-07 19:53,66.00,0.00,9.00
SJC,2017-05-07 20:53,64.00,0.00,5.00
SJC,2017-05-07 21:53,62.00,0.00,3.00
SJC,2017-05-07 22:53,61.00,0.00,0.00
SJC,2017-05-07 23:53,57.00,0.00,7.00
SJC,2017-05-08 00:53,56.00,0.00,7.00
SJC,2017-05-08 01:53,55.00,0.00,7.00
SJC,2017-05-08 02:53,54.00,0.00,8.00
SJC,2017-05-08 03:53,53.00,0.00,12.00
SJC,2017-05-08 04:53,53.00,0.00,7.00
SJC,2017-05-08 05:53,52.00,0.00,6.00
SJC,2017-05-08 06:53,52.00,0.00,7.00
SJC,2017-05-08 07:53,55.00,0.00,7.00
SJC,2017-05-08 08:53,59.00,0.00,9.00
SJC,2017-05-08 09:53,63.00,0.00,3.00
SJC,2017-05-08 10:53,67.00,0.00,0.00
SJC,2017-05-08 11:53,73.00,0.00,0.00
SJC,2017-05-08 12:53,74.00,0.00,5.00
SJC,2017-05-08 13:53,75.00,0.00,7.00
SJC,2017-05-08 14:53,77.00,0.00,8.00
SJC,2017-05-08 15:53,77.00,0.00,11.00
SJC,2017-05-08 16:53,75.00,0.00,9.00
SJC,2017-05-08 17:53,74.00,0.00,13.00
SJC,2017-05-08 18:53,71.00,0.00,10.00
SJC,2017-05-08 19:53,66.00,0.00,9.00
SJC,2017-05-08 20:53,62.00,0.00,7.00
SJC,2017-05-08 21:53,60.00,0.00,4.00
SJC,2017-05-08 22:53,58.00,0.00,4.00
SJC,2017-05-08 23:53,59.00,0.00,0.00
SJC,2017-05-09 00:53,58.00,0.00,3.00
SJC,2017-05-09 01:53,58.00,0.00,0.00
SJC,2017-05-09 02:53,54.00,0.00,5.00
SJC,2017-05-09 03:53,56.00,0.00,4.00
SJC,2017-05-09 04:53,54.00,0.00,3.00
SJC,2017-05-09 05:53,52.00,0.00,5.00
SJC,2017-05-09 06:53,55.00,0.00,5.00
SJC,2017-05-09 07:53,59.00,0.00,3.00
SJC,2017-05-09 08:53,62.00,0.00,3.00
SJC,2017-05-09 09:53,68.00,0.00,3.00
SJC,2017-05-09 10:53,72.00,0.00,0.00
SJC,2017-05-09 11:53,75.00,0.00,9.00
SJC,2017-05-09 12:53,78.00,0.00,6.00
SJC,2017-05-09 13:53,81.00,0.00,7.00
SJC,2017-05-09 14:53,83.00,0.00,9.00
SJC,2017-05-09 15:53,82.00,0.00,12.00
SJC,2017-05-09 16:53,80.00,0.00,10.00
SJC,2017-05-09 17:53,77.00,0.00,10.00
SJC,2017-05-09 18:53,71.00,0.00,10.00
SJC,2017-05-09 19:53,65.00,0.00,8.00
SJC,2017-05-09 20:53,61.00,0.00,5.00
SJC,2017-05-09 21:53,62.00,0.00,6.00
SJC,2017-05-09 22:53,58.00,0.00,19.00
SJC,2017-05-09 23:53,56.00,0.00,14.00
SJC,2017-05-10 00:53,56.00,0.00,17.00
SJC,2017-05-10 01:53,55.00,0.00,10.00
SJC,2017-05-10 02:53,55.00,0.00,8.00
SJC,2017-05-10 03:53,55.00,0.00,7.00
SJC,2017-05-10 04:53,56.00,0.00,9.00
SJC,2017-05-10 05:24,55.00,0.00,8.00
SJC,2017-05-10 05:30,55.00,0.00,9.00
SJC,2017-05-10 05:53,55.00,0.00,8.00
SJC,2017-05-10 06:53,56.00,0.00,8.00
SJC,2017-05-10 07:53,59.00,0.00,10.00
SJC,2017-05-10 08:53,62.00,0.00,14.00
SJC,2017-05-10 09:53,64.00,0.00,10.00
SJC,2017-05-10 10:53,67.00,0.00,11.00
SJC,2017-05-10 11:53,68.00,0.00,15.00
SJC,2017-05-10 12:53,69.00,0.00,12.00
SJC,2017-05-10 13:53,70.00,0.00,12.00
SJC,2017-05-10 14:53,69.00,0.00,14.00
SJC,2017-05-10 15:53,71.00,0.00,9.00
SJC,2017-05-10 16:53,72.00,0.00,11.00
SJC,2017-05-10 17:53,70.00,0.00,12.00
SJC,2017-05-10 18:53,66.00,0.00,12.00
SJC,2017-05-10 19:53,63.00,0.00,8.00
SJC,2017-05-10 20:53,61.00,0.00,5.00
SJC,2017-05-10 21:53,58.00,0.00,8.00
SJC,2017-05-10 22:53,57.00,0.00,3.00
SJC,2017-05-10 23:53,56.00,0.00,4.00
SJC,2017-05-11 00:53,58.00,0.00,4.00
SJC,2017-05-11 01:53,56.00,0.00,7.00
SJC,2017-05-11 02:53,55.00,0.00,8.00
SJC,2017-05-11 03:53,55.00,0.00,0.00
SJC,2017-05-11 04:27,56.00,0.00,0.00
SJC,2017-05-11 04:53,56.00,0.00,6.00
SJC,2017-05-11 05:53,56.00,0.00,5.00
SJC,2017-05-11 06:53,56.00,0.00,6.00
SJC,2017-05-11 07:36,57.00,0.00,3.00
SJC,2017-05-11 07:53,58.00,0.00,3.00
SJC,2017-05-11 08:53,61.00,0.00,0.00
SJC,2017-05-11 09:53,62.00,0.00,3.00
SJC,2017-05-11 10:53,64.00,0.00,3.00
SJC,2017-05-11 11:53,67.00,0.00,7.00
SJC,2017-05-11 12:53,68.00,0.00,5.00
SJC,2017-05-11 13:53,70.00,0.00,4.00
SJC,2017-05-11 14:53,71.00,0.00,11.00
SJC,2017-05-11 15:53,69.00,0.00,13.00
SJC,2017-05-11 16:53,69.00,0.00,16.00
SJC,2017-05-11 17:53,68.00,0.00,14.00
SJC,2017-05-11 18:53,64.00,0.00,14.00
SJC,2017-05-11 19:53,61.00,0.00,12.00
SJC,2017-05-11 20:53,59.00,0.00,12.00
SJC,2017-05-11 21:53,59.00,0.00,9.00
SJC,2017-05-11 22:53,57.00,0.00,8.00
SJC,2017-05-11 23:53,55.00,0.00,10.00
SJC,2017-05-12 00:53,54.00,0.00,7.00
SJC,2017-05-12 01:53,54.00,0.00,9.00
SJC,2017-05-12 02:53,54.00,0.00,8.00
SJC,2017-05-12 03:53,53.00,0.00,10.00
SJC,2017-05-12 04:53,53.00,0.00,8.00
SJC,2017-05-12 05:27,53.00,0.00,8.00
SJC,2017-05-12 05:53,53.00,0.00,9.00
SJC,2017-05-12 06:53,54.00,0.00,7.00
SJC,2017-05-12 07:53,54.00,0.00,8.00
SJC,2017-05-12 08:53,57.00,0.00,10.00
SJC,2017-05-12 09:53,59.00,0.00,15.00
SJC,2017-05-12 10:53,61.00,0.00,12.00
SJC,2017-05-12 11:53,62.00,0.00,9.00
SJC,2017-05-12 12:53,65.00,0.00,15.00
SJC,2017-05-12 13:53,66.00,0.00,17.00
SJC,2017-05-12 14:53,65.00,0.00,20.00
SJC,2017-05-12 15:53,66.00,0.00,17.00
SJC,2017-05-12 16:53,64.00,0.00,19.00
SJC,2017-05-12 17:53,62.00,0.00,16.00
SJC,2017-05-12 18:53,60.00,0.00,18.00
SJC,2017-05-12 19:53,57.00,0.00,17.00
SJC,2017-05-12 20:53,55.00,0.00,13.00
SJC,2017-05-12 21:53,54.00,0.00,9.00
SJC,2017-05-12 22:53,54.00,0.00,12.00
SJC,2017-05-12 23:53,53.00,0.00,9.00
SJC,2017-05-13 00:53,52.00,0.00,13.00
SJC,2017-05-13 01:53,52.00,0.00,9.00
SJC,2017-05-13 02:53,51.00,0.00,7.00
SJC,2017-05-13 03:53,51.00,0.00,10.00
SJC,2017-05-13 04:53,51.00,0.00,12.00
SJC,2017-05-13 05:31,51.00,0.00,12.00
SJC,2017-05-13 05:40,51.00,0.00,9.00
SJC,2017-05-13 05:53,51.00,0.00,7.00
SJC,2017-05-13 06:53,51.00,0.00,6.00
SJC,2017-05-13 07:53,53.00,0.00,3.00
SJC,2017-05-13 08:53,56.00,0.00,9.00
SJC,2017-05-13 09:53,58.00,0.00,8.00
SJC,2017-05-13 10:53,59.00,0.00,7.00
SJC,2017-05-13 11:53,61.00,0.00,7.00
SJC,2017-05-13 12:53,64.00,0.00,10.00
SJC,2017-05-13 13:53,66.00,0.00,11.00
SJC,2017-05-13 14:53,66.00,0.00,13.00
SJC,2017-05-13 15:53,66.00,0.00,16.00
SJC,2017-05-13 16:53,64.00,0.00,18.00
SJC,2017-05-13 17:53,61.00,0.00,16.00
SJC,2017-05-13 18:53,60.00,0.00,14.00
SJC,2017-05-13 19:53,57.00,0.00,13.00
SJC,2017-05-13 20:53,54.00,0.00,11.00
SJC,2017-05-13 21:53,53.00,0.00,6.00
SJC,2017-05-13 22:53,52.00,0.00,7.00
SJC,2017-05-13 23:53,52.00,0.00,4.00
SJC,2017-05-14 00:53,52.00,0.00,5.00
SJC,2017-05-14 01:35,52.00,0.00,4.00
SJC,2017-05-14 01:53,51.00,0.00,4.00
SJC,2017-05-14 02:53,52.00,0.00,3.00
SJC,2017-05-14 03:53,51.00,0.00,4.00
SJC,2017-05-14 04:53,51.00,0.00,4.00
SJC,2017-05-14 05:53,51.00,0.00,4.00
SJC,2017-05-14 06:53,52.00,0.00,0.00
SJC,2017-05-14 07:53,53.00,0.00,3.00
SJC,2017-05-14 08:53,56.00,0.00,0.00
SJC,2017-05-14 09:53,58.00,0.00,M
SJC,2017-05-14 10:53,61.00,0.00,5.00
SJC,2017-05-14 11:53,64.00,0.00,3.00
SJC,2017-05-14 12:53,65.00,0.00,3.00
SJC,2017-05-14 13:53,67.00,0.00,8.00
SJC,2017-05-14 14:53,66.00,0.00,11.00
SJC,2017-05-14 15:53,66.00,0.00,13.00
SJC,2017-05-14 16:53,65.00,0.00,15.00
SJC,2017-05-14 17:53,64.00,0.00,15.00
SJC,2017-05-14 18:53,61.00,0.00,12.00
SJC,2017-05-14 19:53,59.00,0.00,11.00
SJC,2017-05-14 20:53,57.00,0.00,10.00
SJC,2017-05-14 21:53,54.00,0.00,5.00
SJC,2017-05-14 22:53,55.00,0.00,5.00
SJC,2017-05-14 23:53,54.00,0.00,0.00
SJC,2017-05-15 00:53,52.00,0.00,4.00
SJC,2017-05-15 01:53,51.00,0.00,6.00
SJC,2017-05-15 02:53,50.00,0.00,6.00
SJC,2017-05-15 03:53,50.00,0.00,5.00
SJC,2017-05-15 04:53,49.00,0.00,8.00
SJC,2017-05-15 05:53,49.00,0.00,7.00
SJC,2017-05-15 06:53,50.00,0.00,6.00
SJC,2017-05-15 07:53,53.00,0.00,10.00
SJC,2017-05-15 08:53,56.00,0.00,11.00
SJC,2017-05-15 09:53,58.00,0.00,6.00
SJC,2017-05-15 10:53,61.00,0.00,4.00
SJC,2017-05-15 11:53,63.00,0.00,0.00
SJC,2017-05-15 12:53,66.00,0.00,0.00
SJC,2017-05-15 13:53,70.00,0.00,12.00
SJC,2017-05-15 14:53,69.00,0.00,12.00
SJC,2017-05-15 15:53,68.00,0.00,18.00
SJC,2017-05-15 16:53,67.00,0.00,18.00
SJC,2017-05-15 17:53,64.00,0.00,16.00
SJC,2017-05-15 18:53,60.00,0.00,12.00
SJC,2017-05-15 19:53,56.00,0.00,9.00
SJC,2017-05-15 20:53,55.00,0.00,8.00
SJC,2017-05-15 21:53,53.00,0.00,9.00
SJC,2017-05-15 22:53,53.00,0.00,10.00
SJC,2017-05-15 23:53,51.00,0.00,4.00
SJC,2017-05-16 00:53,51.00,0.00,4.00
SJC,2017-05-16 01:53,51.00,0.00,4.00
SJC,2017-05-16 02:53,51.00,0.00,3.00
SJC,2017-05-16 03:30,51.00,0.00,4.00
SJC,2017-05-16 03:53,52.00,0.00,4.00
SJC,2017-05-16 04:53,53.00,0.00,5.00
SJC,2017-05-16 05:53,53.00,0.00,0.00
SJC,2017-05-16 06:53,53.00,0.00,4.00
SJC,2017-05-16 07:19,54.00,0.00,5.00
SJC,2017-05-16 07:53,55.00,0.00,3.00
SJC,2017-05-16 08:26,57.00,0.00,3.00
SJC,2017-05-16 08:53,58.00,0.00,4.00
SJC,2017-05-16 09:53,60.00,0.00,0.00
SJC,2017-05-16 10:53,60.00,0.00,5.00
SJC,2017-05-16 11:53,61.00,0.00,5.00
SJC,2017-05-16 12:53,61.00,0.00,12.00
SJC,2017-05-16 13:53,62.00,0.00,9.00
SJC,2017-05-16 14:53,64.00,0.00,7.00
SJC,2017-05-16 15:14,63.00,0.00,13.00
SJC,2017-05-16 15:53,65.00,0.00,11.00
SJC,2017-05-16 16:53,63.00,0.00,10.00
SJC,2017-05-16 17:53,61.00,0.00,10.00
SJC,2017-05-16 18:53,60.00,0.00,9.00
SJC,2017-05-16 19:26,60.00,0.00,7.00
SJC,2017-05-16 19:53,59.00,0.00,11.00
SJC,2017-05-16 20:53,58.00,0.00,7.00
SJC,2017-05-16 21:53,57.00,0.00,8.00
SJC,2017-05-16 22:53,57.00,0.00,9.00
SJC,2017-05-16 23:53,57.00,0.00,9.00
SJC,2017-05-17 00:53,56.00,0.00,9.00
SJC,2017-05-17 01:53,56.00,0.00,8.00
SJC,2017-05-17 02:05,56.00,0.00,6.00
SJC,2017-05-17 02:26,55.00,0.00,9.00
SJC,2017-05-17 02:53,55.00,0.00,6.00
SJC,2017-05-17 03:16,54.00,0.00,6.00
SJC,2017-05-17 03:53,54.00,0.00,9.00
SJC,2017-05-17 04:53,54.00,0.00,7.00
SJC,2017-05-17 05:35,54.00,0.00,9.00
SJC,2017-05-17 05:53,53.00,0.00,9.00
SJC,2017-05-17 06:35,52.00,0.00,6.00
SJC,2017-05-17 06:53,53.00,0.00,6.00
SJC,2017-05-17 07:53,55.00,0.00,6.00
SJC,2017-05-17 08:53,59.00,0.00,7.00
SJC,2017-05-17 09:53,60.00,0.00,0.00
SJC,2017-05-17 09:57,60.00,0.00,0.00
SJC,2017-05-17 10:53,62.00,0.00,7.00
SJC,2017-05-17 11:53,65.00,0.00,7.00
SJC,2017-05-17 12:53,67.00,0.00,8.00
SJC,2017-05-17 13:53,70.00,0.00,10.00
SJC,2017-05-17 14:53,71.00,0.00,11.00
SJC,2017-05-17 15:53,71.00,0.00,13.00
SJC,2017-05-17 16:53,70.00,0.00,17.00
SJC,2017-05-17 17:53,69.00,0.00,15.00
SJC,2017-05-17 18:53,65.00,0.00,17.00
SJC,2017-05-17 19:53,60.00,0.00,18.00
SJC,2017-05-17 20:53,58.00,0.00,9.00
SJC,2017-05-17 21:53,56.00,0.00,8.00
SJC,2017-05-17 22:53,55.00,0.00,5.00
SJC,2017-05-17 23:53,55.00,0.00,0.00
SJC,2017-05-18 00:53,54.00,0.00,0.00
SJC,2017-05-18 01:53,53.00,0.00,3.00
SJC,2017-05-18 02:53,53.00,0.00,0.00
SJC,2017-05-18 03:53,52.00,0.00,0.00
SJC,2017-05-18 04:53,51.00,0.00,4.00
SJC,2017-05-18 05:53,48.00,0.00,4.00
SJC,2017-05-18 06:53,51.00,0.00,3.00
SJC,2017-05-18 07:53,55.00,0.00,3.00
SJC,2017-05-18 08:53,60.00,0.00,0.00
SJC,2017-05-18 09:53,64.00,0.00,0.00
SJC,2017-05-18 10:53,69.00,0.00,4.00
SJC,2017-05-18 11:53,71.00,0.00,4.00
SJC,2017-05-18 12:53,75.00,0.00,7.00
SJC,2017-05-18 13:53,79.00,0.00,9.00
SJC,2017-05-18 14:53,80.00,0.00,10.00
SJC,2017-05-18 15:53,79.00,0.00,13.00
SJC,2017-05-18 16:53,78.00,0.00,16.00
SJC,2017-05-18 17:53,76.00,0.00,15.00
SJC,2017-05-18 18:53,73.00,0.00,14.00
SJC,2017-05-18 19:53,70.00,0.00,6.00
SJC,2017-05-18 20:53,64.00,0.00,6.00
SJC,2017-05-18 21:53,64.00,0.00,3.00
SJC,2017-05-18 22:53,61.00,0.00,5.00
SJC,2017-05-18 23:53,62.00,0.00,0.00
SJC,2017-05-19 00:53,62.00,0.00,0.00
SJC,2017-05-19 01:53,60.00,0.00,0.00
SJC,2017-05-19 02:53,59.00,0.00,0.00
SJC,2017-05-19 03:53,59.00,0.00,0.00
SJC,2017-05-19 04:53,57.00,0.00,0.00
SJC,2017-05-19 05:53,56.00,0.00,3.00
SJC,2017-05-19 06:53,58.00,0.00,0.00
SJC,2017-05-19 07:53,63.00,0.00,0.00
SJC,2017-05-19 08:53,68.00,0.00,4.00
SJC,2017-05-19 09:53,73.00,0.00,0.00
SJC,2017-05-19 10:53,77.00,0.00,3.00
SJC,2017-05-19 11:53,80.00,0.00,6.00
SJC,2017-05-19 12:53,81.00,0.00,6.00
SJC,2017-05-19 13:53,85.00,0.00,9.00
SJC,2017-05-19 14:53,86.00,0.00,11.00
SJC,2017-05-19 15:53,87.00,0.00,11.00
SJC,2017-05-19 16:53,86.00,0.00,13.00
SJC,2017-05-19 17:53,81.00,0.00,12.00
SJC,2017-05-19 18:53,80.00,0.00,12.00
SJC,2017-05-19 19:53,74.00,0.00,10.00
SJC,2017-05-19 20:53,70.00,0.00,6.00
SJC,2017-05-19 21:53,68.00,0.00,5.00
SJC,2017-05-19 22:53,63.00,0.00,5.00
SJC,2017-05-19 23:53,65.00,0.00,0.00
SJC,2017-05-20 00:53,64.00,0.00,0.00
SJC,2017-05-20 01:53,62.00,0.00,4.00
SJC,2017-05-20 02:53,59.00,0.00,4.00
SJC,2017-05-20 03:53,61.00,0.00,0.00
SJC,2017-05-20 04:01,60.00,0.00,3.00
SJC,2017-05-20 04:53,59.00,0.00,0.00
SJC,2017-05-20 05:53,58.00,0.00,0.00
SJC,2017-05-20 06:53,59.00,0.00,0.00
SJC,2017-05-20 07:53,63.00,0.00,0.00
SJC,2017-05-20 08:53,69.00,0.00,0.00
SJC,2017-05-20 09:53,74.00,0.00,0.00
SJC,2017-05-20 10:53,76.00,0.00,6.00
SJC,2017-05-20 11:53,80.00,0.00,7.00
SJC,2017-05-20 12:53,83.00,0.00,7.00
SJC,2017-05-20 13:53,85.00,0.00,10.00
SJC,2017-05-20 14:53,87.00,0.00,8.00
SJC,2017-05-20 15:53,88.00,0.00,11.00
SJC,2017-05-20 16:53,88.00,0.00,12.00
SJC,2017-05-20 17:53,84.00,0.00,16.00
SJC,2017-05-20 18:53,82.00,0.00,14.00
SJC,2017-05-20 19:53,79.00,0.00,10.00
SJC,2017-05-20 20:53,74.00,0.00,6.00
SJC,2017-05-20 21:53,72.00,0.00,5.00
SJC,2017-05-20 22:53,70.00,0.00,3.00
SJC,2017-05-20 23:53,70.00,0.00,0.00
SJC,2017-05-21 00:53,68.00,0.00,3.00
SJC,2017-05-21 01:53,63.00,0.00,5.00
SJC,2017-05-21 02:53,65.00,0.00,0.00
SJC,2017-05-21 03:53,63.00,0.00,0.00
SJC,2017-05-21 04:53,62.00,0.00,0.00
SJC,2017-05-21 05:53,61.00,0.00,0.00
SJC,2017-05-21 06:53,62.00,0.00,3.00
SJC,2017-05-21 07:53,66.00,0.00,0.00
SJC,2017-05-21 08:53,71.00,0.00,0.00
SJC,2017-05-21 09:53,71.00,0.00,7.00
SJC,2017-05-21 10:53,75.00,0.00,4.00
SJC,2017-05-21 11:53,81.00,0.00,0.00
SJC,2017-05-21 12:53,85.00,0.00,7.00
SJC,2017-05-21 13:53,86.00,0.00,7.00
SJC,2017-05-21 14:53,88.00,0.00,9.00
SJC,2017-05-21 15:53,88.00,0.00,12.00
SJC,2017-05-21 16:53,85.00,0.00,10.00
SJC,2017-05-21 17:53,83.00,0.00,10.00
SJC,2017-05-21 18:53,78.00,0.00,11.00
SJC,2017-05-21 19:53,73.00,0.00,10.00
SJC,2017-05-21 20:53,69.00,0.00,6.00
SJC,2017-05-21 21:53,66.00,0.00,6.00
SJC,2017-05-21 22:53,62.00,0.00,6.00
SJC,2017-05-21 23:53,61.00,0.00,7.00
SJC,2017-05-22 00:53,59.00,0.00,6.00
SJC,2017-05-22 01:53,58.00,0.00,5.00
SJC,2017-05-22 02:53,58.00,0.00,4.00
SJC,2017-05-22 03:53,58.00,0.00,5.00
SJC,2017-05-22 04:53,58.00,0.00,0.00
SJC,2017-05-22 05:53,57.00,0.00,4.00
SJC,2017-05-22 06:37,58.00,0.00,4.00
SJC,2017-05-22 06:53,59.00,0.00,0.00
SJC,2017-05-22 07:53,60.00,0.00,3.00
SJC,2017-05-22 08:53,64.00,0.00,0.00
SJC,2017-05-22 09:53,67.00,0.00,3.00
SJC,2017-05-22 10:53,71.00,0.00,4.00
SJC,2017-05-22 11:53,74.00,0.00,4.00
SJC,2017-05-22 12:53,80.00,0.00,4.00
SJC,2017-05-22 13:53,83.00,0.00,7.00
SJC,2017-05-22 14:53,82.00,0.00,9.00
SJC,2017-05-22 15:53,81.00,0.00,10.00
SJC,2017-05-22 16:53,81.00,0.00,10.00
SJC,2017-05-22 17:53,79.00,0.00,10.00
SJC,2017-05-22 18:53,76.00,0.00,12.00
SJC,2017-05-22 19:53,71.00,0.00,9.00
SJC,2017-05-22 20:53,66.00,0.00,8.00
SJC,2017-05-22 21:53,65.00,0.00,4.00
SJC,2017-05-22 22:53,62.00,0.00,5.00
SJC,2017-05-22 23:53,61.00,0.00,5.00
SJC,2017-05-23 00:53,61.00,0.00,3.00
SJC,2017-05-23 01:53,60.00,0.00,3.00
SJC,2017-05-23 02:53,59.00,0.00,4.00
SJC,2017-05-23 03:53,60.00,0.00,5.00
SJC,2017-05-23 04:28,60.00,0.00,3.00
SJC,2017-05-23 04:53,60.00,0.00,3.00
SJC,2017-05-23 05:53,59.00,0.00,3.00
SJC,2017-05-23 06:53,59.00,0.00,6.00
SJC,2017-05-23 07:53,61.00,0.00,0.00
SJC,2017-05-23 08:53,65.00,0.00,0.00
SJC,2017-05-23 09:53,68.00,0.00,4.00
SJC,2017-05-23 10:53,70.00,0.00,6.00
SJC,2017-05-23 11:53,72.00,0.00,6.00
SJC,2017-05-23 12:53,75.00,0.00,4.00
SJC,2017-05-23 13:53,77.00,0.00,9.00
SJC,2017-05-23 14:53,78.00,0.00,12.00
SJC,2017-05-23 15:53,77.00,0.00,12.00
SJC,2017-05-23 16:53,75.00,0.00,12.00
SJC,2017-05-23 17:53,73.00,0.00,14.00
SJC,2017-05-23 18:53,69.00,0.00,11.00
SJC,2017-05-23 19:53,65.00,0.00,10.00
SJC,2017-05-23 20:27,63.00,0.00,9.00
SJC,2017-05-23 20:53,62.00,0.00,8.00
SJC,2017-05-23 21:53,61.00,0.00,8.00
SJC,2017-05-23 22:53,60.00,0.00,6.00
SJC,2017-05-23 23:53,59.00,0.00,6.00
SJC,2017-05-24 00:53,58.00,0.00,6.00
SJC,2017-05-24 01:53,58.00,0.00,5.00
SJC,2017-05-24 02:24,58.00,0.00,6.00
SJC,2017-05-24 02:53,59.00,0.00,5.00
SJC,2017-05-24 03:53,58.00,0.00,4.00
SJC,2017-05-24 04:08,58.00,0.00,4.00
SJC,2017-05-24 04:53,58.00,0.00,4.00
SJC,2017-05-24 05:53,58.00,0.00,4.00
SJC,2017-05-24 06:53,58.00,0.00,3.00
SJC,2017-05-24 07:53,59.00,0.00,0.00
SJC,2017-05-24 08:53,60.00,0.00,5.00
SJC,2017-05-24 09:53,61.00,0.00,0.00
SJC,2017-05-24 10:53,66.00,0.00,0.00
SJC,2017-05-24 11:53,69.00,0.00,0.00
SJC,2017-05-24 12:53,71.00,0.00,6.00
SJC,2017-05-24 13:53,73.00,0.00,9.00
SJC,2017-05-24 14:53,74.00,0.00,8.00
SJC,2017-05-24 15:53,72.00,0.00,11.00
SJC,2017-05-24 16:53,72.00,0.00,9.00
SJC,2017-05-24 17:53,70.00,0.00,8.00
SJC,2017-05-24 18:53,69.00,0.00,8.00
SJC,2017-05-24 19:53,64.00,0.00,8.00
SJC,2017-05-24 20:53,61.00,0.00,8.00
SJC,2017-05-24 21:53,59.00,0.00,10.00
SJC,2017-05-24 22:53,59.00,0.00,13.00
SJC,2017-05-24 23:53,57.00,0.00,11.00
SJC,2017-05-25 00:53,57.00,0.00,13.00
SJC,2017-05-25 01:53,57.00,0.00,11.00
SJC,2017-05-25 02:24,57.00,0.00,9.00
SJC,2017-05-25 02:53,56.00,0.00,12.00
SJC,2017-05-25 03:53,56.00,0.00,10.00
SJC,2017-05-25 04:25,56.00,0.00,7.00
SJC,2017-05-25 04:49,55.40,0.00,8.00
SJC,2017-05-25 04:53,56.00,0.00,7.00
SJC,2017-05-25 05:06,56.00,0.00,6.00
SJC,2017-05-25 05:53,57.00,0.00,8.00
SJC,2017-05-25 06:53,57.00,0.00,5.00
SJC,2017-05-25 07:53,60.00,0.00,8.00
SJC,2017-05-25 08:53,60.00,0.00,15.00
SJC,2017-05-25 09:53,64.00,0.00,13.00
SJC,2017-05-25 10:53,65.00,0.00,12.00
SJC,2017-05-25 11:53,68.00,0.00,16.00
