station,valid,tmpf,p01i,sknt
SJC,2017-05-25 12:53,67.00,0.00,20.00
SJC,2017-05-25 13:53,67.00,0.00,21.00
SJC,2017-05-25 14:53,68.00,0.00,20.00
SJC,2017-05-25 15:53,68.00,0.00,14.00
SJC,2017-05-25 16:53,66.00,0.00,17.00
SJC,2017-05-25 17:53,64.00,0.00,15.00
SJC,2017-05-25 18:53,62.00,0.00,15.00
SJC,2017-05-25 19:53,60.00,0.00,12.00
SJC,2017-05-25 20:53,59.00,0.00,15.00
SJC,2017-05-25 21:53,58.00,0.00,9.00
SJC,2017-05-25 22:53,58.00,0.00,12.00
SJC,2017-05-25 23:53,58.00,0.00,10.00
SJC,2017-05-26 00:53,58.00,0.00,8.00
SJC,2017-05-26 01:18,58.00,0.00,9.00
SJC,2017-05-26 01:40,58.00,0.00,8.00
SJC,2017-05-26 01:53,58.00,0.00,9.00
SJC,2017-05-26 02:39,58.00,0.00,8.00
SJC,2017-05-26 02:53,58.00,0.00,8.00
SJC,2017-05-26 03:09,58.00,0.00,8.00
SJC,2017-05-26 03:53,58.00,0.00,9.00
SJC,2017-05-26 04:24,58.00,0.00,8.00
SJC,2017-05-26 04:53,58.00,0.00,9.00
SJC,2017-05-26 05:53,57.00,0.00,8.00
SJC,2017-05-26 06:53,58.00,0.00,9.00
SJC,2017-05-26 07:53,59.00,0.00,7.00
SJC,2017-05-26 08:53,59.00,0.00,11.00
SJC,2017-05-26 09:53,60.00,0.00,9.00
SJC,2017-05-26 10:53,61.00,0.00,9.00
SJC,2017-05-26 11:53,62.00,0.00,6.00
SJC,2017-05-26 12:53,63.00,0.00,9.00
SJC,2017-05-26 13:53,66.00,0.00,8.00
SJC,2017-05-26 14:53,66.00,0.00,5.00
SJC,2017-05-26 15:53,67.00,0.00,0.00
SJC,2017-05-26 16:53,68.00,0.00,3.00
SJC,2017-05-26 17:53,69.00,0.00,4.00
SJC,2017-05-26 18:53,66.00,0.00,13.00
SJC,2017-05-26 19:53,63.00,0.00,13.00
SJC,2017-05-26 20:53,60.00,0.00,9.00
SJC,2017-05-26 21:53,59.00,0.00,10.00
SJC,2017-05-26 22:53,57.00,0.00,10.00
SJC,2017-05-26 23:12,57.00,0.00,9.00
SJC,2017-05-26 23:53,57.00,0.00,8.00
SJC,2017-05-27 00:11,56.00,0.00,5.00
SJC,2017-05-27 00:53,56.00,0.00,5.00
SJC,2017-05-27 01:06,56.00,0.00,4.00
SJC,2017-05-27 01:51,55.40,0.00,5.00
SJC,2017-05-27 01:53,56.00,0.00,6.00
SJC,2017-05-27 02:39,56.00,0.00,3.00
SJC,2017-05-27 02:48,55.40,0.00,0.00
SJC,2017-05-27 02:53,55.00,0.00,0.00
SJC,2017-05-27 03:53,56.00,0.00,4.00
SJC,2017-05-27 04:53,56.00,0.00,3.00
SJC,2017-05-27 05:53,57.00,0.00,3.00
SJC,2017-05-27 06:53,58.00,0.00,0.00
SJC,2017-05-27 07:53,58.00,0.00,0.00
SJC,2017-05-27 08:53,59.00,0.00,3.00
SJC,2017-05-27 09:53,63.00,0.00,4.00
SJC,2017-05-27 10:15,62.00,0.00,0.00
SJC,2017-05-27 10:53,65.00,0.00,4.00
SJC,2017-05-27 11:53,68.00,0.00,6.00
SJC,2017-05-27 12:53,68.00,0.00,7.00
SJC,2017-05-27 13:53,70.00,0.00,7.00
SJC,2017-05-27 14:53,70.00,0.00,12.00
SJC,2017-05-27 15:53,69.00,0.00,11.00
SJC,2017-05-27 16:53,69.00,0.00,12.00
SJC,2017-05-27 17:53,67.00,0.00,13.00
SJC,2017-05-27 18:53,65.00,0.00,13.00
SJC,2017-05-27 19:53,62.00,0.00,12.00
SJC,2017-05-27 20:53,59.00,0.00,12.00
SJC,2017-05-27 21:53,58.00,0.00,7.00
SJC,2017-05-27 22:53,57.00,0.00,8.00
SJC,2017-05-27 23:53,57.00,0.00,7.00
SJC,2017-05-28 00:09,57.00,0.00,6.00
SJC,2017-05-28 00:53,57.00,0.00,9.00
SJC,2017-05-28 01:53,57.00,0.00,8.00
SJC,2017-05-28 02:53,57.00,0.00,6.00
SJC,2017-05-28 03:53,57.00,0.00,6.00
SJC,2017-05-28 04:53,57.00,0.00,4.00
SJC,2017-05-28 05:33,57.00,0.00,4.00
SJC,2017-05-28 05:53,57.00,0.00,6.00
SJC,2017-05-28 06:53,57.00,0.00,6.00
SJC,2017-05-28 07:53,57.00,0.00,3.00
SJC,2017-05-28 08:39,58.00,0.00,6.00
SJC,2017-05-28 08:53,57.00,0.00,5.00
SJC,2017-05-28 09:53,59.00,0.00,6.00
SJC,2017-05-28 10:53,61.00,0.00,8.00
SJC,2017-05-28 11:13,62.00,0.00,6.00
SJC,2017-05-28 11:53,64.00,0.00,8.00
SJC,2017-05-28 12:53,65.00,0.00,10.00
SJC,2017-05-28 13:53,67.00,0.00,10.00
SJC,2017-05-28 14:53,68.00,0.00,10.00
SJC,2017-05-28 15:53,69.00,0.00,9.00
SJC,2017-05-28 16:53,68.00,0.00,10.00
SJC,2017-05-28 17:53,67.00,0.00,13.00
SJC,2017-05-28 18:53,63.00,0.00,14.00
SJC,2017-05-28 19:53,60.00,0.00,12.00
SJC,2017-05-28 20:21,59.00,0.00,13.00
SJC,2017-05-28 20:53,57.00,0.00,10.00
SJC,2017-05-28 21:25,57.00,0.00,8.00
SJC,2017-05-28 21:53,57.00,0.00,8.00
SJC,2017-05-28 22:53,57.00,0.00,6.00
SJC,2017-05-28 23:53,57.00,0.00,4.00
SJC,2017-05-29 00:53,57.00,0.00,3.00
SJC,2017-05-29 01:53,57.00,0.00,6.00
SJC,2017-05-29 02:53,57.00,0.00,8.00
SJC,2017-05-29 03:53,57.00,0.00,7.00
SJC,2017-05-29 04:53,56.00,0.00,6.00
SJC,2017-05-29 05:53,56.00,0.00,6.00
SJC,2017-05-29 06:53,56.00,0.00,4.00
SJC,2017-05-29 07:53,56.00,0.00,5.00
SJC,2017-05-29 08:53,57.00,0.00,7.00
SJC,2017-05-29 09:53,58.00,0.00,3.00
SJC,2017-05-29 10:53,59.00,0.00,5.00
SJC,2017-05-29 11:53,61.00,0.00,5.00
SJC,2017-05-29 12:53,65.00,0.00,3.00
SJC,2017-05-29 13:53,67.00,0.00,11.00
SJC,2017-05-29 14:53,65.00,0.00,13.00
SJC,2017-05-29 15:53,66.00,0.00,11.00
SJC,2017-05-29 16:53,67.00,0.00,10.00
SJC,2017-05-29 17:53,65.00,0.00,13.00
SJC,2017-05-29 18:53,61.00,0.00,14.00
SJC,2017-05-29 19:53,59.00,0.00,13.00
SJC,2017-05-29 20:53,57.00,0.00,11.00
SJC,2017-05-29 21:53,57.00,0.00,8.00
SJC,2017-05-29 22:20,56.00,0.00,11.00
SJC,2017-05-29 22:53,55.00,0.00,9.00
SJC,2017-05-29 23:53,54.00,0.00,7.00
SJC,2017-05-30 00:06,54.00,0.00,4.00
SJC,2017-05-30 00:48,53.60,0.00,3.00
SJC,2017-05-30 00:53,54.00,0.00,4.00
SJC,2017-05-30 01:53,56.00,0.00,5.00
SJC,2017-05-30 02:39,56.00,0.00,7.00
SJC,2017-05-30 02:51,55.40,0.00,7.00
SJC,2017-05-30 02:53,56.00,0.00,7.00
SJC,2017-05-30 03:53,55.00,0.00,6.00
SJC,2017-05-30 04:24,55.00,0.00,7.00
SJC,2017-05-30 04:41,56.00,0.00,7.00
SJC,2017-05-30 04:53,55.00,0.00,6.00
SJC,2017-05-30 05:53,55.00,0.00,5.00
SJC,2017-05-30 06:53,56.00,0.00,0.00
SJC,2017-05-30 07:53,57.00,0.00,4.00
SJC,2017-05-30 08:53,58.00,0.00,6.00
SJC,2017-05-30 09:53,61.00,0.00,8.00
SJC,2017-05-30 10:53,63.00,0.00,4.00
SJC,2017-05-30 11:53,64.00,0.00,6.00
SJC,2017-05-30 12:53,67.00,0.00,6.00
SJC,2017-05-30 13:53,69.00,0.00,13.00
SJC,2017-05-30 14:53,65.00,0.00,15.00
SJC,2017-05-30 15:53,66.00,0.00,13.00
SJC,2017-05-30 16:53,64.00,0.00,13.00
SJC,2017-05-30 17:53,64.00,0.00,7.00
SJC,2017-05-30 18:53,62.00,0.00,9.00
SJC,2017-05-30 19:53,60.00,0.00,9.00
SJC,2017-05-30 20:53,59.00,0.00,10.00
SJC,2017-05-30 21:53,58.00,0.00,9.00
SJC,2017-05-30 22:53,58.00,0.00,9.00
SJC,2017-05-30 23:53,58.00,0.00,6.00
SJC,2017-05-31 00:53,58.00,T,5.00
SJC,2017-05-31 01:53,58.00,0.00,0.00
SJC,2017-05-31 02:53,58.00,T,0.00
SJC,2017-05-31 03:53,58.00,T,0.00
SJC,2017-05-31 04:53,58.00,T,0.00
SJC,2017-05-31 05:53,57.00,0.00,0.00
SJC,2017-05-31 06:53,58.00,0.00,3.00
SJC,2017-05-31 07:53,59.00,0.00,0.00
SJC,2017-05-31 08:53,63.00,0.00,0.00
SJC,2017-05-31 09:53,67.00,0.00,6.00
SJC,2017-05-31 10:53,68.00,0.00,5.00
SJC,2017-05-31 11:53,71.00,0.00,9.00
SJC,2017-05-31 12:53,72.00,0.00,12.00
SJC,2017-05-31 13:53,74.00,0.00,11.00
SJC,2017-05-31 14:53,75.00,0.00,14.00
SJC,2017-05-31 15:53,75.00,0.00,13.00
SJC,2017-05-31 16:16,74.00,0.00,15.00
SJC,2017-05-31 16:53,73.00,0.00,16.00
SJC,2017-05-31 17:53,70.00,0.00,15.00
SJC,2017-05-31 18:53,68.00,0.00,13.00
SJC,2017-05-31 19:53,65.00,0.00,10.00
SJC,2017-05-31 20:53,63.00,0.00,10.00
SJC,2017-05-31 21:53,61.00,0.00,6.00
SJC,2017-05-31 22:53,61.00,0.00,5.00
SJC,2017-05-31 23:53,61.00,0.00,6.00
SJC,2017-06-01 00:49,60.80,0.00,7.00
SJC,2017-06-01 00:53,60.00,0.00,7.00
SJC,2017-06-01 01:53,60.00,0.00,4.00
SJC,2017-06-01 02:48,60.80,0.00,3.00
SJC,2017-06-01 02:53,60.00,0.00,3.00
SJC,2017-06-01 03:04,60.00,0.00,3.00
SJC,2017-06-01 03:53,60.00,0.00,3.00
SJC,2017-06-01 04:53,61.00,0.00,0.00
SJC,2017-06-01 05:15,61.00,0.00,0.00
SJC,2017-06-01 05:53,61.00,0.00,0.00
SJC,2017-06-01 06:53,61.00,0.00,5.00
SJC,2017-06-01 07:53,62.00,0.00,6.00
SJC,2017-06-01 08:53,62.00,0.00,0.00
SJC,2017-06-01 09:53,65.00,0.00,3.00
SJC,2017-06-01 10:53,69.00,0.00,6.00
SJC,2017-06-01 11:53,71.00,0.00,10.00
SJC,2017-06-01 12:53,72.00,0.00,11.00
SJC,2017-06-01 13:33,74.00,0.00,10.00
SJC,2017-06-01 13:53,74.00,0.00,12.00
SJC,2017-06-01 14:53,75.00,0.00,13.00
SJC,2017-06-01 15:53,75.00,0.00,14.00
SJC,2017-06-01 16:53,74.00,0.00,14.00
SJC,2017-06-01 17:53,72.00,0.00,15.00
SJC,2017-06-01 18:53,68.00,0.00,13.00
SJC,2017-06-01 19:53,66.00,0.00,12.00
SJC,2017-06-01 20:53,62.00,0.00,11.00
SJC,2017-06-01 21:53,61.00,0.00,10.00
SJC,2017-06-01 22:53,60.00,0.00,3.00
SJC,2017-06-01 23:53,59.00,0.00,0.00
SJC,2017-06-02 00:53,59.00,0.00,0.00
SJC,2017-06-02 01:53,59.00,0.00,0.00
SJC,2017-06-02 02:53,57.00,0.00,5.00
SJC,2017-06-02 03:53,57.00,0.00,0.00
SJC,2017-06-02 04:53,54.00,0.00,4.00
SJC,2017-06-02 05:53,56.00,0.00,0.00
SJC,2017-06-02 06:53,57.00,0.00,3.00
SJC,2017-06-02 07:53,60.00,0.00,0.00
SJC,2017-06-02 08:53,63.00,0.00,0.00
SJC,2017-06-02 09:53,67.00,0.00,0.00
SJC,2017-06-02 10:53,71.00,0.00,5.00
SJC,2017-06-02 11:53,74.00,0.00,6.00
SJC,2017-06-02 12:53,76.00,0.00,8.00
SJC,2017-06-02 13:53,78.00,0.00,11.00
SJC,2017-06-02 14:53,80.00,0.00,12.00
SJC,2017-06-02 15:53,79.00,0.00,12.00
SJC,2017-06-02 16:53,77.00,0.00,16.00
SJC,2017-06-02 17:53,74.00,0.00,14.00
SJC,2017-06-02 18:53,71.00,0.00,13.00
SJC,2017-06-02 19:53,67.00,0.00,11.00
SJC,2017-06-02 20:53,64.00,0.00,9.00
SJC,2017-06-02 21:53,61.00,0.00,7.00
SJC,2017-06-02 22:53,59.00,0.00,7.00
SJC,2017-06-02 23:53,58.00,0.00,6.00
SJC,2017-06-03 00:53,57.00,0.00,0.00
SJC,2017-06-03 01:53,55.00,0.00,4.00
SJC,2017-06-03 02:53,57.00,0.00,4.00
SJC,2017-06-03 03:53,57.00,0.00,3.00
SJC,2017-06-03 04:53,57.00,0.00,4.00
SJC,2017-06-03 05:33,57.00,0.00,5.00
SJC,2017-06-03 05:53,57.00,0.00,4.00
SJC,2017-06-03 06:45,58.00,0.00,0.00
SJC,2017-06-03 06:53,58.00,0.00,4.00
SJC,2017-06-03 07:16,58.00,0.00,5.00
SJC,2017-06-03 07:53,58.00,0.00,3.00
SJC,2017-06-03 08:31,60.00,0.00,0.00
SJC,2017-06-03 08:53,61.00,0.00,0.00
SJC,2017-06-03 09:53,65.00,0.00,0.00
SJC,2017-06-03 10:53,69.00,0.00,4.00
SJC,2017-06-03 11:53,70.00,0.00,5.00
SJC,2017-06-03 12:53,74.00,0.00,6.00
SJC,2017-06-03 13:53,75.00,0.00,11.00
SJC,2017-06-03 14:53,74.00,0.00,13.00
SJC,2017-06-03 15:53,74.00,0.00,12.00
SJC,2017-06-03 16:53,74.00,0.00,13.00
SJC,2017-06-03 17:53,71.00,0.00,14.00
SJC,2017-06-03 18:53,67.00,0.00,10.00
SJC,2017-06-03 19:53,65.00,0.00,10.00
SJC,2017-06-03 20:53,61.00,0.00,9.00
SJC,2017-06-03 21:53,60.00,0.00,7.00
SJC,2017-06-03 22:53,59.00,0.00,5.00
SJC,2017-06-03 23:53,58.00,0.00,4.00
SJC,2017-06-04 00:53,57.00,0.00,0.00
SJC,2017-06-04 01:53,56.00,0.00,0.00
SJC,2017-06-04 02:53,57.00,0.00,4.00
SJC,2017-06-04 03:53,55.00,0.00,3.00
SJC,2017-06-04 04:53,55.00,0.00,3.00
SJC,2017-06-04 05:53,55.00,0.00,0.00
SJC,2017-06-04 06:53,58.00,0.00,0.00
SJC,2017-06-04 07:53,61.00,0.00,0.00
SJC,2017-06-04 08:53,64.00,0.00,0.00
SJC,2017-06-04 09:53,67.00,0.00,5.00
SJC,2017-06-04 10:53,70.00,0.00,6.00
SJC,2017-06-04 11:53,73.00,0.00,4.00
SJC,2017-06-04 12:53,75.00,0.00,9.00
SJC,2017-06-04 13:53,74.00,0.00,13.00
SJC,2017-06-04 14:53,75.00,0.00,12.00
SJC,2017-06-04 15:53,74.00,0.00,15.00
SJC,2017-06-04 16:53,72.00,0.00,15.00
SJC,2017-06-04 17:53,71.00,0.00,12.00
SJC,2017-06-04 18:53,68.00,0.00,10.00
SJC,2017-06-04 19:53,65.00,0.00,7.00
SJC,2017-06-04 20:53,62.00,0.00,9.00
SJC,2017-06-04 21:53,60.00,0.00,6.00
SJC,2017-06-04 22:53,59.00,0.00,9.00
SJC,2017-06-04 23:53,57.00,0.00,5.00
SJC,2017-06-05 00:53,57.00,0.00,3.00
SJC,2017-06-05 01:53,56.00,0.00,0.00
SJC,2017-06-05 02:53,55.00,0.00,0.00
SJC,2017-06-05 03:53,52.00,0.00,3.00
SJC,2017-06-05 04:53,53.00,0.00,0.00
SJC,2017-06-05 05:53,53.00,0.00,0.00
SJC,2017-06-05 06:53,54.00,0.00,3.00
SJC,2017-06-05 07:53,58.00,0.00,0.00
SJC,2017-06-05 08:53,60.00,0.00,0.00
SJC,2017-06-05 09:53,64.00,0.00,0.00
SJC,2017-06-05 10:53,70.00,0.00,0.00
SJC,2017-06-05 11:53,75.00,0.00,3.00
SJC,2017-06-05 12:53,79.00,0.00,9.00
SJC,2017-06-05 13:53,80.00,0.00,9.00
SJC,2017-06-05 14:53,79.00,0.00,12.00
SJC,2017-06-05 15:53,78.00,0.00,13.00
SJC,2017-06-05 16:53,78.00,0.00,13.00
SJC,2017-06-05 17:53,75.00,0.00,15.00
SJC,2017-06-05 18:53,72.00,0.00,10.00
SJC,2017-06-05 19:53,68.00,0.00,8.00
SJC,2017-06-05 20:31,66.00,0.00,7.00
SJC,2017-06-05 20:53,65.00,0.00,8.00
SJC,2017-06-05 21:53,62.00,0.00,10.00
SJC,2017-06-05 22:53,60.00,0.00,8.00
SJC,2017-06-05 23:53,59.00,0.00,3.00
SJC,2017-06-06 00:53,56.00,0.00,5.00
SJC,2017-06-06 01:53,57.00,0.00,3.00
SJC,2017-06-06 02:53,55.00,0.00,4.00
SJC,2017-06-06 03:53,56.00,0.00,5.00
SJC,2017-06-06 04:53,55.00,0.00,4.00
SJC,2017-06-06 05:18,54.00,0.00,3.00
SJC,2017-06-06 05:22,55.00,0.00,3.00
SJC,2017-06-06 05:53,56.00,0.00,0.00
SJC,2017-06-06 06:22,55.00,0.00,0.00
SJC,2017-06-06 06:53,56.00,0.00,0.00
SJC,2017-06-06 07:53,59.00,0.00,0.00
SJC,2017-06-06 08:53,63.00,0.00,0.00
SJC,2017-06-06 09:53,66.00,0.00,7.00
SJC,2017-06-06 10:53,68.00,0.00,6.00
SJC,2017-06-06 11:53,71.00,0.00,5.00
SJC,2017-06-06 12:53,72.00,0.00,10.00
SJC,2017-06-06 13:53,70.00,0.00,10.00
SJC,2017-06-06 14:53,71.00,0.00,12.00
SJC,2017-06-06 15:53,71.00,0.00,17.00
SJC,2017-06-06 16:53,68.00,0.00,14.00
SJC,2017-06-06 17:53,69.00,0.00,11.00
SJC,2017-06-06 18:53,66.00,0.00,12.00
SJC,2017-06-06 19:53,63.00,0.00,8.00
SJC,2017-06-06 20:53,60.00,0.00,8.00
SJC,2017-06-06 21:53,58.00,0.00,5.00
SJC,2017-06-06 22:53,57.00,0.00,5.00
SJC,2017-06-06 23:53,57.00,0.00,4.00
SJC,2017-06-07 00:53,56.00,0.00,5.00
SJC,2017-06-07 01:53,56.00,0.00,4.00
SJC,2017-06-07 02:53,55.00,0.00,5.00
SJC,2017-06-07 03:53,55.00,0.00,3.00
SJC,2017-06-07 04:42,55.00,0.00,3.00
SJC,2017-06-07 04:53,55.00,0.00,0.00
SJC,2017-06-07 05:53,55.00,0.00,3.00
SJC,2017-06-07 06:53,58.00,0.00,0.00
SJC,2017-06-07 07:53,58.00,0.00,0.00
SJC,2017-06-07 08:32,60.00,0.00,3.00
SJC,2017-06-07 08:53,62.00,0.00,0.00
SJC,2017-06-07 09:53,66.00,0.00,3.00
SJC,2017-06-07 10:53,69.00,0.00,5.00
SJC,2017-06-07 11:53,70.00,0.00,7.00
SJC,2017-06-07 12:53,70.00,0.00,4.00
SJC,2017-06-07 13:53,74.00,0.00,8.00
SJC,2017-06-07 14:53,71.00,0.00,13.00
SJC,2017-06-07 15:53,71.00,0.00,11.00
SJC,2017-06-07 16:53,70.00,0.00,8.00
SJC,2017-06-07 17:53,69.00,0.00,12.00
SJC,2017-06-07 18:53,66.00,0.00,11.00
SJC,2017-06-07 19:53,65.00,0.00,11.00
SJC,2017-06-07 20:53,63.00,0.00,7.00
SJC,2017-06-07 21:53,62.00,0.00,5.00
SJC,2017-06-07 22:53,63.00,0.00,0.00
SJC,2017-06-07 23:53,62.00,0.00,9.00
SJC,2017-06-08 00:53,61.00,0.00,7.00
SJC,2017-06-08 01:53,60.00,0.00,11.00
SJC,2017-06-08 02:53,60.00,0.00,10.00
SJC,2017-06-08 03:53,60.00,0.00,10.00
SJC,2017-06-08 04:53,60.00,0.00,9.00
SJC,2017-06-08 05:53,60.00,0.00,8.00
SJC,2017-06-08 06:53,61.00,0.00,6.00
SJC,2017-06-08 07:53,62.00,T,11.00
SJC,2017-06-08 08:53,62.00,T,8.00
SJC,2017-06-08 09:53,64.00,0.00,9.00
SJC,2017-06-08 10:53,65.00,0.00,6.00
SJC,2017-06-08 11:53,68.00,0.00,6.00
SJC,2017-06-08 12:53,70.00,0.00,3.00
SJC,2017-06-08 13:53,69.00,T,8.00
SJC,2017-06-08 14:53,69.00,T,9.00
SJC,2017-06-08 15:53,70.00,0.00,8.00
SJC,2017-06-08 16:53,70.00,0.00,7.00
SJC,2017-06-08 17:53,71.00,0.00,0.00
SJC,2017-06-08 18:53,69.00,0.00,8.00
SJC,2017-06-08 19:53,67.00,0.00,8.00
SJC,2017-06-08 20:20,66.00,0.00,9.00
SJC,2017-06-08 20:24,66.00,0.00,7.00
SJC,2017-06-08 20:53,65.00,0.00,4.00
SJC,2017-06-08 21:09,66.00,0.00,4.00
SJC,2017-06-08 21:53,65.00,0.00,4.00
SJC,2017-06-08 22:53,65.00,0.00,0.00
SJC,2017-06-08 23:14,64.00,0.00,4.00
SJC,2017-06-08 23:53,65.00,0.00,3.00
SJC,2017-06-09 00:06,64.00,0.00,5.00
SJC,2017-06-09 00:22,64.00,0.00,4.00
SJC,2017-06-09 00:53,64.00,0.00,4.00
SJC,2017-06-09 01:53,64.00,T,4.00
SJC,2017-06-09 02:53,64.00,0.00,3.00
SJC,2017-06-09 03:42,62.00,T,4.00
SJC,2017-06-09 03:50,62.60,T,4.00
SJC,2017-06-09 03:53,62.00,T,4.00
SJC,2017-06-09 04:30,63.00,0.00,4.00
SJC,2017-06-09 04:53,62.00,0.00,6.00
SJC,2017-06-09 05:28,62.00,0.00,7.00
SJC,2017-06-09 05:53,61.00,0.00,7.00
SJC,2017-06-09 06:29,61.00,0.00,7.00
SJC,2017-06-09 06:53,61.00,0.00,7.00
SJC,2017-06-09 07:26,61.00,0.00,6.00
SJC,2017-06-09 07:53,62.00,T,5.00
SJC,2017-06-09 08:53,62.00,T,7.00
SJC,2017-06-09 09:53,61.00,T,11.00
SJC,2017-06-09 10:53,60.00,0.02,14.00
SJC,2017-06-09 11:38,62.00,T,10.00
SJC,2017-06-09 11:53,63.00,T,11.00
SJC,2017-06-09 12:53,66.00,0.00,7.00
SJC,2017-06-09 13:53,67.00,0.00,13.00
SJC,2017-06-09 14:53,69.00,0.00,13.00
SJC,2017-06-09 15:53,69.00,0.00,11.00
SJC,2017-06-09 16:53,68.00,0.00,16.00
SJC,2017-06-09 17:53,67.00,0.00,15.00
SJC,2017-06-09 18:53,63.00,0.00,13.00
SJC,2017-06-09 19:53,61.00,0.00,15.00
SJC,2017-06-09 20:53,59.00,0.00,10.00
SJC,2017-06-09 21:53,57.00,0.00,11.00
SJC,2017-06-09 22:53,57.00,0.00,9.00
SJC,2017-06-09 23:53,55.00,0.00,4.00
SJC,2017-06-10 00:53,55.00,0.00,6.00
SJC,2017-06-10 01:53,56.00,0.00,7.00
SJC,2017-06-10 02:53,54.00,0.00,8.00
SJC,2017-06-10 03:34,55.00,0.00,6.00
SJC,2017-06-10 03:53,56.00,0.00,6.00
SJC,2017-06-10 04:28,55.00,0.00,5.00
SJC,2017-06-10 04:53,54.00,0.00,4.00
SJC,2017-06-10 05:53,52.00,0.00,6.00
SJC,2017-06-10 06:53,54.00,0.00,0.00
SJC,2017-06-10 07:53,58.00,0.00,5.00
SJC,2017-06-10 08:53,62.00,0.00,8.00
SJC,2017-06-10 09:53,64.00,0.00,11.00
SJC,2017-06-10 10:53,67.00,0.00,14.00
SJC,2017-06-10 11:53,68.00,0.00,14.00
SJC,2017-06-10 12:53,69.00,0.00,17.00
SJC,2017-06-10 13:53,70.00,0.00,15.00
SJC,2017-06-10 14:53,70.00,0.00,17.00
SJC,2017-06-10 15:53,70.00,0.00,15.00
SJC,2017-06-10 16:53,69.00,0.00,14.00
SJC,2017-06-10 17:53,69.00,0.00,13.00
SJC,2017-06-10 18:53,66.00,0.00,16.00
SJC,2017-06-10 19:53,63.00,0.00,15.00
SJC,2017-06-10 20:53,60.00,0.00,12.00
SJC,2017-06-10 21:10,60.00,0.00,12.00
SJC,2017-06-10 21:53,59.00,0.00,10.00
SJC,2017-06-10 22:53,57.00,0.00,10.00
SJC,2017-06-10 23:53,56.00,0.00,9.00
SJC,2017-06-11 00:53,55.00,0.00,7.00
SJC,2017-06-11 01:53,54.00,0.00,7.00
SJC,2017-06-11 02:53,55.00,0.00,12.00
SJC,2017-06-11 03:53,54.00,0.00,8.00
SJC,2017-06-11 04:53,54.00,0.00,10.00
SJC,2017-06-11 05:53,53.00,0.00,8.00
SJC,2017-06-11 06:53,55.00,0.00,10.00
SJC,2017-06-11 07:53,58.00,0.00,14.00
SJC,2017-06-11 08:53,60.00,0.00,14.00
SJC,2017-06-11 09:53,62.00,0.00,18.00
SJC,2017-06-11 10:53,63.00,0.00,15.00
SJC,2017-06-11 11:53,65.00,0.00,11.00
SJC,2017-06-11 12:53,66.00,0.00,14.00
SJC,2017-06-11 13:53,67.00,0.00,13.00
SJC,2017-06-11 14:53,67.00,0.00,16.00
SJC,2017-06-11 15:53,66.00,0.00,9.00
SJC,2017-06-11 16:53,63.00,0.00,10.00
SJC,2017-06-11 17:53,62.00,T,19.00
SJC,2017-06-11 18:53,61.00,0.00,12.00
SJC,2017-06-11 19:53,59.00,0.00,8.00
SJC,2017-06-11 20:53,58.00,0.00,11.00
SJC,2017-06-11 21:53,57.00,0.00,8.00
SJC,2017-06-11 22:53,56.00,0.00,3.00
SJC,2017-06-11 23:53,55.00,0.00,3.00
SJC,2017-06-12 00:53,55.00,0.00,4.00
SJC,2017-06-12 01:37,55.00,0.00,0.00
SJC,2017-06-12 01:53,56.00,0.00,4.00
SJC,2017-06-12 02:36,54.00,0.00,6.00
SJC,2017-06-12 02:53,55.00,0.00,4.00
SJC,2017-06-12 03:01,56.00,0.00,4.00
SJC,2017-06-12 03:21,54.00,0.00,6.00
SJC,2017-06-12 03:53,55.00,0.00,5.00
SJC,2017-06-12 04:17,54.00,0.00,5.00
SJC,2017-06-12 04:49,53.60,0.00,4.00
SJC,2017-06-12 04:53,54.00,0.00,4.00
SJC,2017-06-12 05:53,54.00,0.00,7.00
SJC,2017-06-12 06:53,55.00,0.00,4.00
SJC,2017-06-12 07:53,57.00,0.00,5.00
SJC,2017-06-12 08:53,58.00,0.00,4.00
SJC,2017-06-12 09:53,59.00,0.00,8.00
SJC,2017-06-12 10:53,61.00,0.00,4.00
SJC,2017-06-12 11:53,62.00,0.00,6.00
SJC,2017-06-12 12:53,66.00,0.00,4.00
SJC,2017-06-12 13:53,69.00,0.00,7.00
SJC,2017-06-12 14:53,70.00,0.00,16.00
SJC,2017-06-12 15:53,70.00,0.00,14.00
SJC,2017-06-12 16:53,69.00,0.00,14.00
SJC,2017-06-12 17:28,68.00,0.00,15.00
SJC,2017-06-12 17:53,68.00,0.00,12.00
SJC,2017-06-12 18:53,66.00,0.00,12.00
SJC,2017-06-12 19:53,62.00,0.00,12.00
SJC,2017-06-12 20:53,59.00,0.00,9.00
SJC,2017-06-12 21:53,57.00,0.00,4.00
SJC,2017-06-12 22:53,58.00,0.00,0.00
SJC,2017-06-12 23:53,57.00,0.00,0.00
SJC,2017-06-13 00:53,56.00,0.00,4.00
SJC,2017-06-13 01:53,55.00,0.00,0.00
SJC,2017-06-13 02:53,53.00,0.00,3.00
SJC,2017-06-13 03:53,53.00,0.00,3.00
SJC,2017-06-13 04:53,53.00,0.00,0.00
SJC,2017-06-13 05:53,52.00,0.00,0.00
SJC,2017-06-13 06:53,54.00,0.00,4.00
SJC,2017-06-13 07:53,57.00,0.00,4.00
SJC,2017-06-13 08:53,60.00,0.00,0.00
SJC,2017-06-13 09:53,65.00,0.00,0.00
SJC,2017-06-13 10:53,68.00,0.00,6.00
